[0:00:09] su1ryu30: こんちゃー
[0:11:40] kayakayb: 無線誰かいるかな？
[0:11:41] wankosan59: 白市民物語
[0:11:42] betuyama: ソロ犯罪は専門家のランドさんおるし頼りになるね
[0:11:43] おるぅくん: 白（真っ黒）期間終了ｗ
[0:11:44] suzunone_: 第3章開幕
[0:11:46] qpricotton_orca: 白市民パス犯罪者が終わったww
[0:11:47] ら民の社畜: 今までが第０章
[0:11:47] ずきぐま: 警察同期組は始まった感あるよなぁwww
[0:11:48] ruabu: 白市民編？
[0:11:51] 魔法少女たいちょ: 昨日までが第1話(拡大版)
[0:11:53] yuu67827: ホットドッグ？w
[0:11:54] kirikrs: 半グレ白市民
[0:11:55] eaSTARTwind39: 白市民大型編
[0:11:56] 黒ごまソフト: 潜伏思ってたより長かったねえ
[0:11:59] ぺいぺい113: 白市民犯罪者ってとこか
[0:11:59] shinoseeen: 起承転結どころか起転転転なんだよな
[0:12:02] ant12037: 白市民パシ
[0:12:02] angs192: いろんな視点でケインオーの物語見るのが楽しすぎる
[0:12:03] iroha010: 第三章 ギャング編になるといいね
[0:12:06] うな重うな抜き: 脱皮というか飛躍というか。
[0:12:06] betuyama: エセ白市民編ねら
[0:12:08] Okina_xst: 白黒市民
[0:12:16] keita00616: そう考えると熱いな
[0:12:18] sumikkooooo: 第三章ギャング設立
[0:12:19] はーちゃん410: 第３章黒市民編乞うご期待
[0:12:19] おるぅくん: ほっとどっぐha
[0:12:20] しらたまたらし: しらたまたらし subscribed at Tier 1. 
[0:12:22] ねづき: 白市民大型、字面好き
[0:12:22] gyudonman: こっからどうなるんだろうなあ
[0:12:22] tofu303: 殺戮マシーンケインオー
[0:12:24] ten9cat: ギャング立ち上げ篇?!
[0:12:25] yurimeru_polaris: 1日の可能性もあった2章
[0:12:26] sako959: オフホワイト編か
[0:12:27] fuwayuuuui: 第三章黒市民編？
[0:12:28] おっとっとくう: パシ捕まらんのしぬほど笑った
[0:12:29] ruabu: 第三章反グレ編
[0:12:32] hina1143: 第三章黒市民編？
[0:12:35] シュウ0307: 昨日なにで捕まったの？
[0:12:38] はにかむ王子: 白市民パシおもろかったです
[0:12:40] ismsan1363: ismsan1363 subscribed at Tier 1. 
[0:12:48] Halu0401: 完全犯罪白市民おもろかった
[0:12:48] misaki2008yo: 白市民おわりました？
[0:12:49] betuyama: 結が逮捕ねw
[0:12:54] momi3478: 白い紋所編
[0:13:00] fuwayuuuui: そういえばホットドッグの店舗ってどうなりましたか？
[0:13:03] amiiii_go: 黒市民チャンネル始まったね
[0:13:10] mikasa4696: 転は闇落ちやなあ
[0:13:13] ant12037: 同期の脳破壊ぐろかった。w
[0:13:13] 142cms: 転が長いか
[0:13:15] ずきぐま: 昨日大型連続してどうでした？
[0:13:18] 魔法少女たいちょ: @syu_gabbiani 餡との飛行場襲撃
[0:13:23] hayato_kba: 逆になんか黒になって出来なくなったことある？
[0:13:24] ふこうし: 黒市民編か
[0:13:27] kaede151418: 次ら空き巣で捕まるか…
[0:13:27] kajim1205: 黒市民編だー
[0:13:29] sin_illu: sin_illu subscribed at Tier 1. 
[0:13:31] dopey815: JTSは、辞めたのですか？
[0:13:35] sa_fire0628: 花摘みファームって来る予定ありますか？
[0:13:36] うな重うな抜き: 物語が進んだということで
[0:13:38] puri03177: ケインオーもう白市民じゃなくなりましたか？
[0:13:40] シュウ0307: 捕まったところ見逃したぁぁぁ
[0:13:42] ant12037: 寂しいね〜
[0:13:45] shone310: 早番の警察官の方にホットドッグうる？
[0:13:47] sie911: パス見せれないのさみしいね
[0:13:49] おるぅくん: 起承転転転転転結ぐらいあるｗ
[0:13:51] betuyama: メカニックはできなくなったけど、できることの幅も広がったね
[0:13:54] nmk0707: 今日からは第二部の承かな
[0:13:55] ruabu: 間章空き巣編待ってます
[0:13:55] angs192: 闇メカもごたついてるって言ってたしなぁ
[0:14:00] hayato_kba: そっかあ.
[0:14:04] ぱぬたろ: そういえば黒メカニックも今厳しいんだったね
[0:14:10] gaigain0925: JTSいつやめたんですか？
[0:14:10] shintanjent: 長いって思うけどまだたった1週間とか10日じゃない？
[0:14:11] potamossss: ケインくんおはよー
[0:14:16] wkanaw0414: 配信楽しみにしてました！今日も頑張ってください
[0:14:17] mint_310: 白市民パス提示芸だけ大好きだったから残念
[0:14:19] きなこ湯: 「白市民パスモッテマスヨ」もないなった
[0:14:22] ぱりんこ919: 飛行場で捕まった
[0:14:26] うな重うな抜き: 第五章かｗｗｗ
[0:14:32] ant12037: 初犯編w
[0:14:32] ﾅﾝﾄｶｺﾝﾄｶ: ホットドッグ編もありました
[0:14:36] 朝の紅茶: 1章ずつが数日単位すぎるww
[0:14:39] hina1143: じゃあ第五章だ
[0:14:39] shise_021: 改造されるで丸々1章なのw
[0:14:40] potamossss: 無事検挙されたんだね
[0:14:41] 380743: 半グレ（白市民）
[0:14:42] かんでら: 波乱万丈
[0:14:44] テトりる: 第5章お薬編か？
[0:14:46] betuyama: 868組の傭兵成功率えぐない？
[0:14:46] はーちゃん410: 何気に既に章多いな
[0:14:49] dokukinoko_lily: 怒涛の毎日だ
[0:14:51] おるぅくん: 第五章お花大量押収編？
[0:14:53] mikasa4696: ちゃんと店長とタコに白無くなりました言わないとね
[0:14:54] 500312豪: ギャングになったら次の章になる気がする
[0:14:57] sie911: 壮大な物語やー
[0:14:57] ant12037: ブースティング編
[0:15:03] ユウ5100: ここから本当に半グレっぽい動きができる感じか
[0:15:03] onnonnonnonno: 俺たちの戦いはこれからだ。
[0:15:03] ぱぬたろ: 傭兵編
[0:15:03] shinoseeen: 思えばものすごいロボ生だな
[0:15:03] shise_021: 激動だな
[0:15:05] ruabu: 5章は流そう
[0:15:06] iroha010: そう思うと濃すぎる人生だな
[0:15:09] Okina_xst: 小分けすると結構章多いな
[0:15:09] huyunori: 急展開が多い日々だ
[0:15:10] hahahaijtkrkdjsnssk: 第5章エリートギャング編
[0:15:11] モナピ: 4章の結末は警察が驚いたとこで終わってそう
[0:15:11] ぱりんこ919: まだ868組100パーかな？
[0:15:11] hiroyama1008: 銀行
[0:15:19] 黒ごまソフト: 5章は何が起こるかねえ
[0:15:20] うな重うな抜き: 布は大変ね
[0:15:20] poihoikoi: コンビニやってct布地？
[0:15:20] cpm_pass: 第五章 空き巣協会編
[0:15:21] ふこうし: すごいな
[0:15:26] zero00427: 何で捕まったんや？
[0:15:27] kirikrs: でも、ガチ黒堕ちは空き巣やってからじゃない？
[0:15:28] kajim1205: 濃いロボ生である
[0:15:28] quu_lazy: 白市民無くなったんですか？
[0:15:28] shone310: なんでも出来るってのが稼がなくて良いね
[0:15:30] betuyama: 逮捕されたの知ってるのはバニさんだけかしら？
[0:15:31] ずきぐま: 両方しよう
[0:15:35] おっとっとくう: できること増えて悩むか
[0:15:36] おるぅくん: 空き巣コラボ楽しみにしてるｗ
[0:15:37] sako959: コンビニすく終わる
[0:15:38] ruabu: コンビニプリズンないし
[0:15:39] stass1880: クールタイムで布集めか
[0:15:41] aisu_202: 第5章 1800個押収編
[0:15:43] mimi_fuwa1489: コンビニやって覚悟時間でゴミ拾いやねw
[0:15:48] たゆこんぶ: 強盗チャンネルいいね
[0:15:48] ぺいぺい113: 傭兵業は大型11/11回成功中らしいね
[0:15:50] charlie_drk: 打倒します 抑制する 完 だろ
[0:15:50] ぱぬたろ: いいね
[0:15:53] fknoct: 空き巣極め編挟んで欲しいなw
[0:15:54] benimasu_syapo: サブ限は、これからもですか？
[0:15:55] nichidada: ファーム(コンビニ強盗)
[0:15:57] mamoruall: ハイドアウトガレージ持ってたっけ？
[0:16:00] tukihosi55: guilty38Kon
[0:16:04] sino_kage: みんな起きてくるといいですね
[0:16:06] ha_ruk1: 銀河一アニキに犯罪するときは教えてくれって前言われてたね
[0:16:07] るな: こんばんは
[0:16:08] gaigain0925: 誰もいないと
[0:16:11] おるぅくん: 誰もいない…
[0:16:12] イル__: guilty38Kon
[0:16:13] Okina_xst: いないと
[0:16:13] kumo_rada: いいね
[0:16:17] kafne_c: 一番乗り
[0:16:21] bestiadraco: 今日も勝ってしまったか
[0:16:21] 魔法少女たいちょ: 第5章Goto強盗ch.
[0:16:22] ant12037: いいと思う
[0:16:25] かんでら: 本日も早起きバトル勝利
[0:16:26] うな重うな抜き: 意図汲むから入ったよ
[0:16:34] weygw_: サブ限がいいよ
[0:16:44] Ciel4949: いいですね
[0:16:47] xxseturaxx: ランポってフリーカ何回分？
[0:16:48] ただのばんり: 最近パチンコで金ないなった
[0:16:49] lizzu2525: 今日アーカイブ見ようとしたらサブ限だったから速攻サブスクしたー
[0:16:54] 0dat0000: ギフトください
[0:16:54] しぃきょん: ちょうどサブスクしようか迷ってたから助かる
[0:16:58] ant12037: そのうちコメ欄サブ限になりそう
[0:17:01] おるぅくん: 頑張ってどうにかして入るね
[0:17:03] eaSTARTwind39: キャップかww
[0:17:04] shise_021: キャップwww
[0:17:06] dearne101: こんギル
[0:17:09] keita00616: キャップ！
[0:17:10] ぱぬたろ: キャップ！？
[0:17:10] がぶ1522: 誰！？w
[0:17:11] me4umai_banzai: ハゲてるwww
[0:17:12] かんでら: 何キャラｗｗ
[0:17:12] ら民の社畜: 江戸デー？
[0:17:12] Okina_xst: キャップｗ
[0:17:13] トマト492: 和服キャップだ
[0:17:13] betuyama: 今日そういうひねw
[0:17:14] まこト: 見た目どうしたw
[0:17:16] shise_021: キャップは知らないのか
[0:17:16] あらんえむかーびぃ: ｗｗｗ
[0:17:16] 逢碧: キャップかっこいいじゃん
[0:17:18] アーホルン: キャップｗｗｗ
[0:17:18] うな重うな抜き: 出家ｗｗ
[0:17:20] ぱぬたろ: 出家したの！？
[0:17:20] bestiadraco: 拙僧…w
[0:17:20] yuzu_riki: この姿キャップなのかよwww
[0:17:21] tukihosi55: あかちゃんじゃないｗｗ
[0:17:21] fukutoto: www
[0:17:22] hiraoroku: 生臭坊主じゃんｗ
[0:17:23] tantaka00: どういうこと
[0:17:25] nanun03: 寺？
[0:17:25] うにます: 出家したんか
[0:17:26] ひーくん0825: ？？
[0:17:26] gongon_0528: 公式の切り抜きチャンネルとかできるの？
[0:17:28] 逢碧: 寺…？
[0:17:29] huyunori: ???w
[0:17:31] 陸都: 陸都 subscribed with Prime. 
[0:17:34] ら民の社畜: 生臭坊主草
[0:17:36] betuyama: やりたい放題かw
[0:17:37] kafne_c: 横文字すぎる
[0:17:38] yusuke_man: 出家したw
[0:17:38] cpm_pass: グラサンした坊さん？
[0:17:44] たゆこんぶ: 信心がね、大事だからねw
[0:17:46] eaSTARTwind39: BMCtemple
[0:18:02] ずきぐま: あれ？何か知ってる？
[0:18:03] hatoya0210: 人間よりも人間だぜ的なやつ？w
[0:18:13] 隆騎: あ、電話してた内容なんだったんだキャップ❓
[0:18:14] swift_horse2: ｗｗｗｗ
[0:18:17] かんでら: ｗｗｗｗｗ
[0:18:18] 薄味さん: 説法……？
[0:18:19] Okina_xst: wwww
[0:18:22] huyunori: www
[0:18:22] mag5814: www
[0:18:23] はーちゃん410: キャップいいキャラしてるなー
[0:18:24] shise_021: キャップおもろいな
[0:18:24] betuyama: 説法の旅？w
[0:18:25] ねづき: キャップどしたw
[0:18:27] うな重うな抜き: 説法の旅ってどゆことｗｗｗ
[0:18:28] fukutoto: まあ新聞見ればなんとなくはわかる
[0:18:29] ぱぬたろ: お祓いしても犯罪.exeは消えない
[0:18:31] yukiyukikon: ようつべに本人が編集して動画出してるよ
[0:18:31] 142cms: 窃盗…？
[0:18:34] me4umai_banzai: 毎度倒置法所さんいるよね。
[0:18:35] nichidada: ケインくんキャップに冷たいよねwwwww
[0:18:39] スコーンをすこーん: 安倍晴明…
[0:18:46] tidus_304: 寺なのに名前アルファベットなんだよ
[0:18:49] eaSTARTwind39: 旧アジト
[0:18:51] しらたまたらし: ダーツの旅の派生毎回楽しみ
[0:19:00] ayame_oxo: お
[0:19:04] yukiyukikon: お
[0:19:11] me4umai_banzai: ！？
[0:19:13] ら民の社畜: その服好き
[0:19:13] swift_horse2: 増えたｗｗ
[0:19:14] 142cms: ふえたー！
[0:19:15] うな重うな抜き: 重なってるううううう
[0:19:15] ぱぬたろ: えええ
[0:19:16] boooooooox_x: boooooooox_x subscribed at Tier 1. 
[0:19:16] shise_021: 増えたwww
[0:19:17] huyunori: わぁ
[0:19:17] Halu0401: えw
[0:19:17] 薄味さん: 歪
[0:19:18] yukiyukikon: ！？
[0:19:18] ひーくん0825: 錬金術やんけ
[0:19:20] yukiinu1195: えええ
[0:19:20] はーちゃん410: 分裂してる
[0:19:21] tukihosi55: 倍バインｗｗ
[0:19:21] Okina_xst: えぇ
[0:19:23] しらたまたらし: ビスケットだ！
[0:19:24] eaSTARTwind39: 増殖系盗難車マジか
[0:19:25] iroha010: 二度目の脳破壊レッツゴー
[0:19:26] mag5814: えぇ
[0:19:26] shise_021: 増えたのお得やん
[0:19:27] fukutoto: 歪みw
[0:19:31] 東雲しのぐ: 東雲しのぐ subscribed at Tier 1. 
[0:19:31] やめるのすけ: ふえたwww
[0:19:36] ほまれ_668: いざ引越し済んだらあの和室の良さが深まる
[0:19:40] kayakayb: ケイン周りのものよく増えるな
[0:19:41] tukihosi55: お
[0:19:41] 泣井_サソリ: ケイン君よくゴミ箱生み出したりするからその延長で車両も生み出した感じか…
[0:19:42] shise_021: おぉー
[0:19:45] hifumiyoim: おお
[0:19:48] daigoru: 警察いる？
[0:19:48] huyunori: おお
[0:19:49] Halu0401: いいね
[0:19:51] mikasa4696: 今警察誰いるの？
[0:19:57] fukutoto: アニキきそうだね
[0:19:58] うな重うな抜き: 経験つもうぜひゃっほー
[0:19:59] shise_021: さっそく犯罪
[0:20:03] ら民の社畜: 警察に改造されたらどうなんるんだろう、、、
[0:20:03] おるぅくん: ｗ
[0:20:11] eaSTARTwind39: なんか転がってるなぁ
[0:20:16] うな重うな抜き: ３人か４人くらいおったはず
[0:20:17] iroha010: 高級車…ｗ
[0:20:17] 黒ごまソフト: 高級車また歪んでるなあｗ
[0:20:20] kotonenone: go to 強盗 ch きちゃ
[0:20:20] 魔法少女たいちょ: 高級車歪み多すぎw
[0:20:20] 星映天下: ゴウトウ・オー楽しみ
[0:20:22] rukario_nijhol: Goto強盗チャンネル
[0:20:23] ぱぬたろ: 警察来るかなぁ
[0:20:24] ピスタチオ山本: 声どうするの？
[0:20:32] hifumiyoim: チェイスだ～
[0:20:35] yuu67827: コンビニとかやったことあるんやっける
[0:20:35] とえか: 西海岸強盗の旅
[0:20:36] うな重うな抜き: 名前も
[0:20:38] rei052007: ケインくんは山逃げ得意ですか？
[0:20:38] ら民の社畜: ゴウト・オー
[0:20:42] おるぅくん: アニキもローズもいるｗ
[0:20:43] sako959: 西はヘリが怖いね
[0:20:50] bestiadraco: ローズさん来そう
[0:20:54] daigoru: いけるいける！
[0:20:54] mumutosan: しばらくトレンド入りですね
[0:20:55] ずきぐま: 兄貴もローズさんもいるー！
[0:21:03] iroha010: アニキ、ローズは昨日いなかったっけ
[0:21:11] eaSTARTwind39: 早い
[0:21:13] tkt1025josefu: 手際がいい
[0:21:13] ひーくん0825: ヘッショだあ
[0:21:15] betuyama: 手際いいw
[0:21:15] ぱぬたろ: まざふぁ
[0:21:16] ずきぐま: はっや
[0:21:16] ねづき: 言わせねーぞ
[0:21:17] Halu0401: 手際良いな
[0:21:18] hayato_kba: 実家のような安心感
[0:21:19] shintanjent: あ
[0:21:19] keita00616: ひゃっほー！
[0:21:19] らいらさん: はっや
[0:21:19] kumo_rada: 手際よwwwwwww
[0:21:20] ら民の社畜: さすが
[0:21:21] nanun03: 早い
[0:21:21] うな重うな抜き: 烈海王名前バレてるから変えたほうがいいか？
[0:21:21] にこにここ: 手際よー！
[0:21:22] ruca202: 鮮やか
[0:21:22] Okina_xst: 手際いい
[0:21:23] dearne101: 手際いいなｗ
[0:21:23] weygw_: 髪の毛生えてる
[0:21:29] sako959: 手馴れてる
[0:21:29] ぽつゲームズ: 手際よすぎるｗｗ
[0:21:30] yuu67827: その手際の良さはバニさん受けか？！
[0:21:33] tukihosi55: 会長ならうたれてたな
[0:21:33] ら民の社畜: ウィッグ似合うね
[0:21:33] たこジュン: ローズさんも昨日いなかったから誰が来ても面白い
[0:21:34] shintanjent: 逃げたかと思った
[0:21:37] ぱりんこ919: 店外からも打てる？
