[0:00:14] ノンデリ: よおおお
[3:23:10] hideonjetttt: ｗｗｗｗｗｗｗｗｗｗｗｗ
[3:23:11] moroheyyear: おわった
[3:23:12] 奄美迦楼羅: ニトロあればー
[3:23:15] nobuto1106: 草
[3:23:16] maharu4u: わろた
[3:23:16] つっきー3355: wwww
[3:23:17] ネオちー: ターボならなあああ
[3:23:18] takenoco: karubisNnn karubisNnn karubisNnn karubisNnn karubisNnn
[3:23:19] はりぷ: wwww
[3:23:19] airplayerx: 防御ゼロカー
[3:23:22] inuemonn: ニトロ
[3:23:23] hasemit: nt
[3:23:26] hideonjetttt: 終わってるｗ
[3:23:27] starrysuburbs: エントリー
[3:23:27] renmin12: nt
[3:23:27] karumimaguro: ニトロあればwwwww
[3:23:28] tooo818: あの時ニトロ貰ってたらw
[3:23:29] だるせーにょ: 降りろってwwww
[3:23:29] ネオちー: ニトロならなああ
[3:23:31] amakaze_pic: ntだ
[3:23:31] ファンけん: お前には、何があるんだ？
[3:23:34] hiropon79: wwww
[3:23:36] maharu4u: おけ…
[3:23:39] しゆ太郎: karubisUwaa karubisUwaa karubisUwaa karubisUwaa
[3:23:44] sirasuzyusu: うｎ
[3:23:50] hinakoooo_fn: どんまい
[3:23:50] nobuto1106: いつなったら覚醒するか楽しみ
[3:23:53] hideonjetttt: ラムネニトロあればな
[3:23:55] raim_o: ニトロいれなかったな
[3:23:56] なくしそ: 敵だらけだったからしょうがねぇ
[3:23:58] オロポン123: ヘイト貰いすぎか
[3:24:00] バイオ太郎: 立ち回りが分からなかったな
[3:24:02] sugikenjp: ただ罰金喰らいに行った人になってしまった
[3:24:03] ゴリリラ: BloodTrail BloodTrail BloodTrail￼￼ BloodTrail
[3:24:05] 非公式お兄さんフニュー: 車パンクしてたからなー
[3:24:14] sirasuzyusu: ニトロあれ少し変わったかも
[3:24:16] dedededaimaou2007: 救われてないよ
[3:24:16] だるせーにょ: 成果だせねえな、
[3:24:16] maruyamaGonzarez: 救われてないよ
[3:24:17] ふみ12: 救われてなくない？
[3:24:19] おむだお: 救われてません NotLikeThis
[3:24:19] inuemonn: 死んでるよ
[3:24:26] n_sena514: 今のは仕方ないじゃん
[3:24:26] りんごりらっぱせり: いろいろ没収されるよ
[3:24:27] hiropon79: 救われてませwww
[3:24:27] だるせーにょ: 救われてないお
[3:24:29] ss431698t: ベイトも大切
[3:24:31] maharu4u: 救われてません
[3:24:35] inuemonn: かれんさん死んでると思う
[3:24:39] TYdaaa: 状況把握能力低すぎんかw
[3:24:57] だるせーにょ: まま護送中
[3:25:06] maharu4u: 葉もダメか？
[3:25:10] TYdaaa: まぁ今回人数的にきついものあったね
[3:25:17] オロポン123: なんか全然成功できひんな
[3:25:23] つっきー3355: 葉ちゃんと無線使えてね
[3:25:24] itijou_: 警察多かったな
[3:25:45] wassyoi7: 倍いるからね
[3:25:53] TYdaaa: 車での戦い方とか反省点を上手い人に聞いたりとかしたらうまくなりそう
[3:25:53] dedededaimaou2007: 倍ぐらいいるね
[3:26:16] ふみ12: 場所覚えないとね
[3:26:33] tooo818: あんまやってないから場数踏めばって感じw
[3:26:36] krm091: 7対18くらい
[3:26:37] だるせーにょ: でもどれか分からなかった
[3:26:40] sirasuzyusu: うん
[3:26:43] mitsuya115: 専門用語きついな
[3:26:44] maharu4u: まあ新人があの中突っ込んで助けに行ってはムズイよな
[3:26:44] ネオちー: たぶんなｗ
[3:26:45] オロポン123: 知識がない
[3:26:47] おむだお: 1回通り過ぎたりしたらフェイントで強いんかな
[3:26:47] yossy_island23: どうやっても無理やあれは
[3:26:48] wassyoi7: 降りたら終わる
[3:26:51] hideonjetttt: 実際どうしようもなかった
[3:26:54] つっきー3355: そうだね
[3:26:56] maharu4u: お
[3:27:00] はりぷ: え
[3:27:01] だるせーにょ: スラで良けれたかも
[3:27:03] hinakoooo_fn: お
[3:27:06] hideonjetttt: れりあーーーー
[3:27:07] yui2817: 声出せｗ
[3:27:08] つっきー3355: お
[3:27:09] mitsuya115: かっけぇええええええ
[3:27:09] ryu5ei_: うっま
[3:27:10] むつっきー: おおー
[3:27:19] grimoooooo: スラなんてできません
[3:27:22] maharu4u: 伝説のスラ
[3:27:22] yossy_island23: よけたあとうたれておわ
[3:27:24] sirasuzyusu: だめ
[3:27:24] asahiru21: スラ無敵だよ
[3:27:25] dedededaimaou2007: 今のは無理だぞ
[3:27:27] おむだお: 多分ブランカのことや！
[3:27:34] marullp: よけたところで
[3:27:35] mIranIwa: 人形出しておけば
[3:27:38] itijou_: 中パンな
[3:27:41] pilafu0: 無理矢理1人殺しに行ってもでかいぞ
[3:27:42] sugikenjp: 撃たれた声ならいけるかｗｗ
[3:27:47] maharu4u: ココダヨー
[3:28:37] だるせーにょ: れりあ頑張れ〜
[3:28:45] ネオちー: ｗｗｗｗｗｗｗ
[3:28:47] itijou_: あwww
[3:28:48] バイオ太郎: ｗ
[3:28:48] むつっきー: wwwwwwwwww
[3:28:50] moroheyyear: ww
[3:28:50] TYdaaa: w
[3:28:50] つっきー3355: wwww
[3:28:51] sirasuzyusu: やったｗ
[3:28:53] sugikenjp: ｗｗｗｗ
[3:28:53] hinakoooo_fn: あ
[3:28:54] ferno_w: またやったｗ
[3:28:55] umenta1: www
[3:29:01] grimoooooo: またか
[3:29:26] せろり2: やらかし
[3:29:27] TYdaaa: れりあ強くて頼りなるな
[3:29:50] n_sena514: 何言ってるか分かんないと思うけど後藤れむはウェスカーさんだよ
[3:29:54] だるせーにょ: パンクしたらきちいなぁ
[3:30:39] maruyamaGonzarez: @n_sena514 いらん情報言わんでええぞ
[3:31:13] バイオ太郎: 本物のなずぴだ
[3:31:15] airplayerx: オルカさんって呼んで
[3:31:20] ネオちー: あれオルカ？
[3:31:25] つっきー3355: オルカさんやんwww
[3:31:26] だるせーにょ: オルカさんだ
[3:31:30] りんごりらっぱせり: なんで気が付かないんだ
[3:31:30] sugikenjp: 就職難ｗ
[3:31:31] TYdaaa: 馬鹿だw
[3:31:41] kattsu_onotataki: オルカさん笑
[3:32:11] maharu4u: 今度勉強しとこうw
[3:32:36] ネオちー: 苦笑いやめろ
[3:32:40] おむだお: キツい
[3:32:43] ぶたぁー: き、きつい
[3:32:48] magical_ba77: だいぶきつい
[3:32:48] mitsuya115: 入れないからね
[3:32:51] sawablog1212: 俺も入りたい………？
[3:32:59] tooo818: あ
[3:33:03] だるせーにょ: お姉さんキラー
[3:33:07] だしどっぐ: ついにおるかとなずぴが
[3:33:18] だるせーにょ: なずぴが2人？
[3:33:21] むつっきー: 役者は揃ったな
[3:33:29] ネオちー: どっちがオルカ？
[3:33:36] TYdaaa: 最後とか3台くらいに一生アタックされたもんな
[3:34:47] TYdaaa: 那須さんつんよ
[3:34:52] itijou_: でも最後うじゃうじゃいたな
[3:35:01] sawablog1212: 強すぎだろ
[3:35:17] 伊藤三等兵: そう
[3:35:18] airplayerx: 3637
[3:35:27] inuemonn: そうよ
[3:35:48] 奄美迦楼羅: 最初からめっちゃ撃たれてたよ
[3:35:55] TYdaaa: 3637に3人居たのを早めに飛行機側に行けたら良かったね
[3:35:56] りんごりらっぱせり: めっちゃ撃たれたけど
[3:36:12] reizan16: 高木は自己判断で動ければ撃ち合いは強くなると思うけどなぁ
[3:36:23] TYdaaa: あと無線でも中来て欲しい言われてたのも気づければ完璧やったね
[3:37:19] だるせーにょ: 人数がね〜
[3:37:26] まめ222: 高木まじで上手くなりそう
[3:37:31] ぺきち: 葉と高木で車2台あるといいか
[3:37:58] itijou_: 知識と慣れがあればどのゲームもすぐ上手くなってきた高木
[3:38:11] TYdaaa: それも結局知識ゲーだから学びだよな
[3:38:18] バイオ太郎: 真実のジャンボジェット
[3:39:06] maharu4u: 聞いてみよう
[3:39:23] まことこま: うん聞いてみるのがいいね
[3:39:25] reizan16: それを話し合えばいいんだよｗ学びやｗ
[3:40:27] inuemonn: 貢献できてないよな
[3:43:01] maruyamaGonzarez: 日が浅い2人だけで話してもじゃね？
[3:43:08] reizan16: そこは回数こなすとか、何もない時に現場検証とかしかないのよねｗ
[3:43:11] inuemonn: 警察の連携がエグいよな
[3:43:25] 高木少年兵: @maruyamaGonzarez 今ほかにどこにひといんだよ
[3:43:39] yossy_island23: いいね
[3:43:41] ぼくでぇす: wwww
[3:43:41] tanakadesukedo: ww
[3:43:42] tntnbkb: ロックオンやめてね
[3:43:42] 伊藤三等兵: 調理場
[3:43:43] つっきー3355: www
[3:43:46] TYdaaa: みんなご飯とこ行く言うてたよ
[3:43:47] はりぷ: wwww
[3:43:49] マボマボマーボー: www
[3:43:50] オロポン123: 飯のとこいんじゃね?
[3:43:52] taiki20080629: 調理場
[3:43:53] ネオちー: ロックオン
[3:43:55] maruyamaGonzarez: 調理場
[3:44:01] reizan16: 調理場だなｗ
[3:45:30] ぺきち: 場所変更も視野か
[3:45:43] mIranIwa: このコンビの反省会おもろい
[3:45:55] ぶたぁー: 注射かww
[3:46:14] 奄美迦楼羅: 正面の高速にも人いたら楽そう
[3:46:38] オロポン123: 今回ゲートガン無視やったな
[3:47:08] ゴリリラ: BloodTrail BloodTrail BloodTrail￼￼ BloodTrail
[3:47:34] ネオちー: よしｗ
[3:48:28] バイオ太郎: www
[3:48:32] ぼくでぇす: wwwwww
[3:48:32] TYdaaa: ええてw
[3:48:33] itijou_: www
[3:48:36] hinakoooo_fn: wwwww
[3:48:40] つっきー3355: www
[3:48:41] ネオちー: いらんｗ
[3:48:42] dox404: wwwww
[3:49:20] バイオ太郎: 事前体重申請
[3:49:23] だるせーにょ: wwwwwww
[3:49:28] ぼくでぇす: wwwwwwww
[3:49:30] mIranIwa: リアルを追求したら乗れない
[3:49:37] ryu5ei_: ww
[3:49:39] つっきー3355: ありけん？
[3:49:39] TYdaaa: 誰だよありけん
[3:49:39] reizan16: ありけんｗｗ
[3:49:41] kinomaruuu: あ
[3:49:43] ぼくでぇす: ありけんww
[3:49:45] ウミサン: あ
[3:49:56] ネオちー: 高木って呼んでくるからバグるよなｗ
[3:50:18] だるせーにょ: wwwwwwww
[3:50:23] だるせーにょ: 行こうぜwwwww
[3:50:36] バイオ太郎: どうしても銀行強盗がしたい葉
[3:50:45] umenta1: スト6いきます、か
[3:50:54] TYdaaa: 嫌がりすぎだろ葉www
[3:51:05] itijou_: そんないやか？w
[3:51:06] ぼくでぇす: いやそうwww
[3:51:07] 阿吽呼吸: スト6行かなくていいんか
[3:51:10] hinakoooo_fn: どうしても銀行強盗やりたい葉
[3:51:18] オロポン123: こいつw
[3:51:25] ネオちー: 流石に可哀想かもしれんｗ
[3:51:28] tooo818: まあさっきまでやめる話だったしなw
[3:51:28] つっきー3355: www
[3:51:37] dedededaimaou2007: 銀行いつでも出来るやろ
[3:52:00] hideonjetttt: 首にされるぞｗ
[3:52:22] マタオ2: 今日スト６無し？
[3:52:24] TYdaaa: チャルロスと違って葉って成功体験少ないから楽しくないってのも分かる
[3:53:03] はりぷ: 気まず
[3:53:04] ネオちー: ため息聞こえてるってｗ
[3:53:10] ぼくでぇす: まあ確かにバチバチに撃ち合えてたら大型やりたがりそうだしね
[3:53:58] TYdaaa: 大型の面白さを体験出来てなさそう葉
[3:54:04] inuemonn: 葉銃打ててないしな
[3:54:23] ネオちー: 銀行行って落ちますでも良いと思うけどなあ
[3:54:25] TYdaaa: 高木も無線入ってないかも
[3:54:33] inuemonn: 高木は1キルとかできてるけど
[3:54:40] だるせーにょ: でも室内戦得意じゃん
[3:54:42] 伊藤三等兵: やらないと覚えられないからね
[3:54:47] tooo818: 慣れだね
[3:54:48] mitsuya115: 鼻くそつけるか
[3:54:55] 奄美迦楼羅: 知識ゲーだからなー
[3:54:57] tomato123421: ニトロはどーなったー？
[3:54:57] pilafu0: 昔はあったんだけどね
[3:55:00] _つち_: 心の目上手く使うのもアリ
[3:55:00] だるせーにょ: 狭いとこの方が強いイメージ
[3:55:05] ネオちー: 時間かけてわからん殺しばっかだときつそう
[3:55:13] オロポン123: 全体像の把握したいよや
[3:55:24] ネオちー: それはあるｗ
[3:55:26] magical_ba77: うん
[3:55:26] reizan16: それでも那須ボスはキルしてるからなぁｗ慣れるしかないと思うけど、なれれば高木はやれると思うぞｗ
[3:55:27] corgi_green: wwww
[3:55:29] hinakoooo_fn: 丸わかり
[3:55:30] inuemonn: そうだねww
[3:55:32] つっきー3355: www
[3:55:36] yossy_island23: 葉うそつけないタイプだな
[3:55:37] _つち_: ｗｗｗ
[3:55:37] itijou_: 正直寝る予定だった感ある
[3:55:41] はりぷ: www
[3:55:41] ss431698t: まるわかり
[3:55:44] ネオちー: ちょっとじゃねえｗ
[3:55:46] TYdaaa: うん
[3:55:48] _るるちゃん: ため息は笑ったwww
[3:55:49] 阿吽呼吸: 高木は落ちなくていいん
[3:55:52] ゴリリラ: BloodTrail
[3:55:53] lelelele4415: だいぶでてる
[3:55:57] mIranIwa: わかりにくいよりはw
[3:56:01] 奄美迦楼羅: なすさんも気つかってるやんｗ
[3:56:10] ネオちー: ドデカため息だったな
[3:56:12] tntnbkb: 大型行ってスト６する？
[3:56:29] hideonjetttt: ハングれでよくねってなっちゃうｗｗｗ
[3:56:29] mIranIwa: wwwww
[3:56:32] reizan16: これはだめｗｗ
[3:56:32] puru0: クソデカため息ｗ
[3:56:32] itijou_: またかぁww
[3:56:32] moroheyyear: www
[3:56:33] つっきー3355: www
[3:56:33] hinakoooo_fn: まあええよ、そんなに大型やるって言うなら参加してやってもみたいな感じよな、葉w
[3:56:33] オロポン123: こいつw
[3:56:33] ネオちー: ｗｗｗｗ
[3:56:34] corgi_green: wwwwwwwwwww
[3:56:35] TYdaaa: 嫌がりすぎだろwww
[3:56:35] yossy_island23: あいつw
[3:56:36] nobuto1106: 大型嫌いなのかよ
[3:56:36] tomato123421: www
[3:56:38] ぼくでぇす: wwwwwwww
[3:56:38] しゆ太郎: wwww
[3:56:39] ネオちー: もう来なくなるぞｗｗｗｗ
[3:56:40] mitsuya115: めっちゃいきたそうやんwww
[3:56:42] mIranIwa: 大型？大型かぁーハァ
[3:56:45] 呂布カルパス: wwwww
[3:56:46] つっきー3355: 葉やばいってwww
[3:56:46] 奄美迦楼羅: 博士おじいちゃんにダダこねる葉
[3:56:48] 如月93: 内乱おきるぞｗ
[3:56:51] tooo818: クソ分かりやすいw
[3:56:58] pilafu0: 別に自由だからいいんだよ
[3:56:59] ぼくでぇす: はあぁぁ〜
[3:57:00] tomato123421: もーギャングやめて半グレなったほうがいいやろwww
[3:57:01] _るるちゃん: www
[3:57:02] 伊藤三等兵: 葉まじやばい
[3:57:03] dedededaimaou2007: あいつ半グレの方が良さそう
[3:57:06] inuemonn: 葉のテンションやばい
[3:57:08] TYdaaa: さすがに露骨にですぎだよwww
[3:57:10] reizan16: 大型は回数こなすしかないからなぁｗ
[3:57:13] オロポン123: 「銀行やりたいのになぁ」
[3:57:14] magical_ba77: 葉やばいか
[3:57:14] corgi_green: 半グレでも銀行できるだろのマジレスくるぞwww
[3:57:17] hinakoooo_fn: 露骨すぎる
[3:57:22] ネオちー: 言い方次第じゃね
[3:57:24] tntnbkb: わかりやすすぎてw
[3:57:24] dedededaimaou2007: 葉ちょっと自己中すぎやな
[3:57:30] ss431698t: 葉は半グレの方がいいかも
[3:57:31] つっきー3355: www
[3:57:32] TYdaaa: 自由はいいけど気まずいのは嫌だしな
[3:57:33] 奄美迦楼羅: 銀行はひとりでもできるからまぁ
[3:57:35] boku807n: 葉は大型も楽しいけど、人との交流の方が好きだったって言ってた
[3:57:35] mIranIwa: 大型の味を覚えたら変わるんじゃね
[3:57:43] itijou_: その態度とるなら落ちるっていう勇気が必要だしw
[3:57:43] reizan16: 成功体験少ないのもあるｗ
[3:57:44] ふみ12: 昨日までの高木見てるこっちの気持ち
[3:57:47] magical_ba77: 半グレのほうが似合ってそうやね
[3:57:48] ぼくでぇす: 伊達に葉かるびじゃないな
[3:57:52] マタオ2: 葉の気持ちわかるw
[3:57:54] pilafu0: 銀行やりたいならもっと早く起きてやるしかないよな
[3:58:02] 如月93: お前から言ってやれよ
[3:58:07] オロポン123: 葉はいろんなステップ飛ばしてるから
[3:58:17] yossy_island23: まぁゴールデンタイムに起きてきたらそうなるよ
[3:58:21] ネオちー: 聞こえるｗｗｗｗｗｗｗｗｗｗ
[3:58:23] inuemonn: でも銀行強盗なんていずれ飽きるからな
[3:58:25] つっきー3355: www
[3:58:26] ぼくでぇす: wwwwwwwww
[3:58:27] mitsuya115: なんか聞こえるwww
[3:58:28] 呂布カルパス: wwwwww
[3:58:28] ryu5ei_: wwwwwww
[3:58:28] dox404: www
[3:58:32] hinakoooo_fn: クソデカため息
[3:58:32] ネオちー: 喉しぼれやｗｗｗｗ
[3:58:33] magical_ba77: たしかにやりたいならもっと早く起きるべきではある
[3:58:35] darumaiku: ww
[3:58:40] つっきー3355: wwwww
[3:58:45] 奄美迦楼羅: めっちゃ愚痴ってますやん
[3:58:50] ネオちー: メンケア
[3:58:51] pilafu0: 銀行教えなきゃよかったなw
[3:58:56] dedededaimaou2007: なんでミュートしないんや？葉
[3:58:59] tooo818: 高木も同じくらい素直だけどな
[3:59:15] moroheyyear: 正直に言えるのはいいことだ
[3:59:16] 阿吽呼吸: ww
[3:59:20] _つち_: まぁ別に強制はされてないんだけどな
[3:59:21] つっきー3355: めっちゃ聞こえるやんwww
[3:59:22] オロポン123: はまっちまった
[3:59:27] tntnbkb: あ
[3:59:32] reizan16: 銀行はマジでいつでもできるｗｗ
[3:59:36] はりぷ: www
[3:59:37] darumaiku: 優しい
[3:59:38] pilafu0: 子供w
[3:59:41] magical_ba77: でも組織のためだからな大型むずかしいよな
[3:59:47] ネオちー: なんとも言えない気持ちになるなｗ
[3:59:48] だるせーにょ: 雰囲気がね
[3:59:52] つっきー3355: 気使われてるやん
[3:59:58] itijou_: 断りづらいよな
[4:00:02] darumaiku: 断りにくいよね
[4:00:16] mIranIwa: 行ったら楽しいからええねん
[4:00:23] つっきー3355: 露骨に態度にでるのおもろい
[4:00:29] reizan16: 大型行って２０００万もらえれば気分も変わると思うけどｗ
[4:00:38] tntnbkb: それにしても態度わかりやすい
[4:00:38] つっきー3355: www
[4:00:48] hinakoooo_fn: wwwwwww
[4:00:54] dedededaimaou2007: 周りも気まずいなw
[4:00:55] hagrinkg: アーマー
[4:00:58] オロポン123: www
[4:01:02] itijou_: あぁ
[4:01:13] hinakoooo_fn: これなんなのまじでwwww
[4:01:15] tooo818: またかw
[4:01:17] オロポン123: BibleThump
[4:01:21] TYdaaa: r押したら殴るよ
[4:01:21] ネオちー: キーボード壊れてる？
[4:01:24] mIranIwa: 今自分はそんな立場じゃないはずだと思っていたのに
[4:01:26] ネオちー: 可愛かったｗ
[4:02:03] オロポン123: チートか
[4:02:11] itijou_: w
[4:02:16] mitsuya115: 一瞬の覚醒高木
[4:02:32] TYdaaa: 取り出してからR押すって徹底したらマシになりそう
[4:02:40] オロポン123: 相手からしたら恐ろしいよな
[4:02:47] ネオちー: そんなつもりはなかったＤＶ男のソレ
[4:02:52] 奄美迦楼羅: その３人こわｗ
[4:03:37] inuemonn: 全部とってる
[4:03:40] suisuioo: 全部取ってるぞ
[4:03:48] mIranIwa: 口に出して言いたい言葉博士
[4:04:23] りんごりらっぱせり: なんでダメか意味が分かってないよな
[4:04:59] ぺきち: アーマー取ろうぜ
[4:05:04] TYdaaa: 初めてのパシフィックの時に作ったやつか
[4:05:27] TYdaaa: 個数やばい
[4:05:38] inuemonn: 全部とってるよ
[4:05:41] tofu14777: 薬全部とってる
[4:05:41] TYdaaa: 薬全部もってるよ
[4:05:43] しゆ太郎: 薬えぐいw
[4:05:48] tntnbkb: 薬数クソとってる
[4:05:50] unikun8282: 薬持ちすぎ
[4:05:51] lelelele4415: 薬全部取ってるよー
[4:05:55] tofu14777: 全部もってきてる
[4:06:04] ぼくでぇす: いいねェ…
[4:06:05] magical_ba77: すきになった？
[4:06:16] 呂布カルパス: いい女だよな
[4:06:21] りんごりらっぱせり: 髪の毛だろｗ
[4:06:38] オロポン123: ミュート
[4:06:47] itijou_: ガチャすんなw
[4:07:16] tntnbkb: 葉にやらせてあげないか？
[4:07:34] 非公式お兄さんフニュー: 最後だけ殺してはいけないやつか
[4:08:20] やまだのやまやま: wwww
[4:09:58] TYdaaa: 扉から入ってくるのをエイム置いとくだけだから結構殺せそう
[4:10:15] airplayerx: 多動防止ゲームやめてね
[4:10:27] ぼくでぇす: バトルいこーぜ
[4:10:29] tanakeeen: 何やってん笑
[4:10:42] ネオちー: 知るわけないｗ
[4:10:45] マタオ2: 多動防止ゲームwwwww
[4:11:16] ぼくでぇす: あのゲームやり方知ってる人いるのか？w
[4:11:20] hirokaren: 多動髙木
[4:12:01] ぼくでぇす: 博士〜博士〜
[4:12:07] tntnbkb: 葉博士になついてる？
[4:13:07] reizan16: あのゲームのマスターは九頭峰だよｗ
[4:13:41] _るるちゃん: 博士思ったより顔若いわ
[4:14:25] mIranIwa: 非戦闘員だったって博士前言って他気がする
[4:14:29] tooo818: 褒められたいんだよ
[4:14:32] TYdaaa: 大型が楽しいんだろうな
[4:14:38] hinakoooo_fn: wwww
[4:14:41] hideonjetttt: タトゥー好きすぎだろｗ
[4:14:48] inuemonn: どんだけタトゥー好きなんだよww
[4:14:55] マタオ2: 更新されていくからね
[4:15:24] ネオちー: 葉持ち直したけど即落ちしたらおもろい
[4:15:31] TYdaaa: 衛星外だから参加できない
[4:16:11] 奄美迦楼羅: もう乗せてもらえ
[4:16:15] _るるちゃん: www
[4:16:30] 呂布カルパス: wwwww
[4:16:54] TYdaaa: 薬も飲んでね
[4:17:52] 奄美迦楼羅: 車貸してもらうのもあり
[4:18:03] 阿吽呼吸: にしのん
[4:18:09] inuemonn: にしのんだ！
[4:18:45] ネオちー: 陰
[4:19:39] ぼくでぇす: wwww
[4:19:39] TYdaaa: www
[4:19:45] 呂布カルパス: wwwww
[4:19:55] オロポン123: 無線で良くね
[4:20:00] mIranIwa: wwww
[4:20:16] TYdaaa: ミュートして無線で会話がまるそう
[4:20:22] mIranIwa: チキンか
[4:20:38] 奄美迦楼羅: もうトラウマやん
[4:20:51] unikun8282: ガソリン
[4:20:54] unikun8282: いれな
[4:22:22] 呂布カルパス: 金曜日w
[4:22:26] TYdaaa: 回収3ヶ所だから全員で取って高木があとから渡せばいいのかな？
[4:22:31] だるせーにょ: アイアンマンじゃねえんだぞww
[4:23:32] ぺきち: 入口だから高木まじで今回活躍できそう
[4:24:04] TYdaaa: 高木は入り口ずっと見とくだけで今回はヒーローよ
[4:26:17] TYdaaa: 頑張れー
[4:27:18] 奄美迦楼羅: 撃ってあけれる
[4:27:18] inuemonn: 声絞ろ
[4:27:26] raim_o: 弱い
[4:27:39] 伊藤三等兵: 弱い
[4:27:40] raim_o: グレいれられて終わり
[4:27:42] poppinoc: 入るの見逃したら大戦犯
[4:27:43] たらちー: くそよわい
[4:27:48] だるせーにょ: ぐれきたら終わり
[4:27:54] dedededaimaou2007: そこ意味ないよ
[4:28:18] ぺきち: 中に逃げれるようにしとくといいよ
[4:28:34] オロポン123: まじか
[4:28:36] inuemonn: wwww
[4:28:37] omochiomochi0428: 草
[4:28:37] だるせーにょ: wwwwwww
[4:28:38] つっきー3355: www
[4:28:44] ネオちー: 壊れちゃうｗ
[4:28:47] 阿吽呼吸: ようー？
[4:28:55] TYdaaa: あり
[4:28:57] 呂布カルパス: あり
[4:28:57] ぺきち: サーマルでバレてるんよな
[4:28:59] オロポン123: ありじゃね
[4:28:59] inuemonn: 見えないよ
[4:29:00] ぼくでぇす: ため息またデカくなるw
[4:29:09] やまだのやまやま: サーマルあるんじゃないかな
[4:29:20] つっきー3355: サーマルまじか
[4:29:27] airplayerx: 回収足りるのかな
[4:29:33] オロポン123: サーマルあるか
[4:29:55] 呂布カルパス: 窓貫通するのかな
[4:29:58] 奄美迦楼羅: 見にいったほうがいいか
[4:30:29] TYdaaa: 出血やばい
[4:30:32] moroheyyear: やばい
[4:30:34] つっちゃんだ: あ
[4:30:41] 呂布カルパス: あ
[4:30:43] 伊藤三等兵: あ
[4:30:44] つっちゃんだ: ｗｗｗｗｗｗｗ
[4:30:46] 花﨑2: あ
[4:30:47] つっきー3355: あ
[4:30:47] maharu4u: チッ
[4:30:48] omochiomochi0428: 草
[4:30:49] ネオちー: ｗ
[4:30:51] つっきー3355: wwww
[4:30:56] 奄美迦楼羅: 全滅まじか
[4:30:57] ネオちー: 気まずｗ
[4:31:07] TYdaaa: 出血やばい時は無理せずに回復かな
[4:31:13] airplayerx: 同期やばいか
[4:31:14] ゴリリラ: BloodTrail BloodTrail BloodTrail BloodTrail BloodTrail BloodTrail￼￼￼￼ BloodTrail
[4:31:16] tooo818: どんまい
[4:31:18] オロポン123: 最初に削られすぎた
[4:31:22] りんごりらっぱせり: 出血見えてなかったんかな
[4:31:28] つっきー3355: この3人一旦やばいか
[4:31:43] inuemonn: 一旦貢献0か
[4:31:44] ぼくでぇす: 頭当たっても結構生きるんだな敵
[4:31:47] magical_ba77: どっちも
[4:31:52] takosuke_karaage: 間に合わなかっただけ
[4:31:53] ぺきち: 動かないで回復が1番
[4:31:57] itijou_: いやあってるけど削られすぎた
[4:32:00] ゴリリラ: BloodTrail
[4:32:03] jion5260: ファックスが先
[4:32:05] ochanoko7: あってたよ
[4:32:05] 非公式お兄さんフニュー: やばいくらい出血してたからね
[4:32:10] kulo_kokoa: アイファクスも包帯も止まるけども、アイファクスの方が巻くの早い
[4:32:14] garege14: 先にifacksだけど最初に出血したときにまいてないから死んだ
[4:32:15] airplayerx: 減りすぎた
[4:32:18] ぼくでぇす: もうドンマイとしか言えんw
[4:32:24] inuemonn: 一体目倒した時にやばいくらい出血してたからね
[4:32:24] lelelele4415: 出血が多すぎたからあれはドンマイ
[4:32:30] オロポン123: 今日はついてない
[4:32:39] mIranIwa: 元気出せwwww
[4:32:47] harumaki040212: よかったぞw
[4:32:53] moroheyyear: 那須さん BibleThump
[4:34:17] TYdaaa: ヤバいくらい出血の時はすぐ回復しないとやばいね
[4:34:58] magical_ba77: pad??
[4:36:08] hagrinkg: 銃持ちながら回復できないのきついね
[4:36:10] 阿吽呼吸: クソ硬かった
[4:38:23] TYdaaa: 誰も捕まってないしセーフ
[4:38:35] ゴリリラ: www
[4:38:49] 阿吽呼吸: みんな落ち込んでる
[4:38:51] _るるちゃん: www
[4:38:54] ぼくでぇす: wwwww
[4:39:21] 奄美迦楼羅: 失敗も学びや
[4:39:22] TYdaaa: 心無きに殺られるの悔しいよな
[4:39:35] ネオちー: ただのじじいじゃないんや
[4:39:59] 阿吽呼吸: あ
[4:40:02] 呂布カルパス: あ
[4:40:26] マタオ2: さて、と
[4:40:27] taka_um1: www
[4:40:59] ぼくでぇす: それあの鳥刺しだろww
[4:42:08] raim_o: べーん
[4:42:14] ぼくでぇす: 料理人高木
[4:42:16] krm091: さてとスト6
[4:42:25] 阿吽呼吸: スト6の時間
[4:42:27] 呂布カルパス: きた
[4:42:38] TYdaaa: ボスぅ
[4:42:39] hideonjetttt: タイミングｗ
[4:42:42] ぼくでぇす: 前回MRいくらで終わった？
[4:42:45] 奄美迦楼羅: あ
[4:43:06] harumaki040212: ww
[4:43:07] ネオちー: なんでこんなタイミング悪いんｗ
[4:43:18] 奄美迦楼羅: バカッター
[4:43:43] 5keys_707: アンブレラマークの消し方？
[4:44:36] harumaki040212: 初挑戦
[4:45:01] airplayerx: バカッター
[4:45:01] だるせーにょ: wwwwwww
[4:45:14] つっきー3355: www
[4:45:43] harumaki040212: コントやんw
[4:45:54] abadake: 帰りの会かよ
[4:45:56] TYdaaa: 小学校かな？
[4:45:59] 呂布カルパス: wwwww
[4:46:07] magical_ba77: wwww
[4:46:07] hisagi_jp: wwwwwwwwwwwwwww
