[0:00:10] れれらい: タイトルかわった〜
[0:37:06] marian36: ジェイクさんのことも聞くちゃんすか
[0:37:12] haru524288: あ
[0:37:15] omni_ixa: ひでえ趣味だな
[0:37:18] user_001fin: えっと
[0:37:18] ichi38_: ちっちゃい子ww
[0:37:19] chawanmushioishii: おおっと
[0:37:19] Sean_kmsky: 荒んだ町だえｗｗｗ
[0:37:20] tokino8044: まじか
[0:37:21] 職人: せいへきだぇー
[0:37:23] みみまい: あの6歳児こわいえ
[0:37:24] opefgrapon: たしかに・・・
[0:37:26] もずくみこみこ: 国家ギャングの親玉だえw
[0:37:27] 奄美迦楼羅: 聞いてないえ
[0:37:34] atsumori_pop: コメ閉じるえ...
[0:37:39] ネオちー: かれんさん一択だろ
[0:37:42] みみまい: お色気ｗｗｗ
[0:37:45] sushiboysomg: リコ、ボタリン
[0:37:47] oliolikisuke: ジャム姐
[0:37:47] おず_です: 体が反応するえ！
[0:37:55] shin_misou: 教習所の人か？
[0:37:56] レヴィ99: 免許の人もよかったよね
[0:37:56] 鬼九: ｗｗｗ
[0:37:57] 職人: ｗｗｗｗｗ
[0:37:57] jason_game_ch: あやな、みれい
[0:38:10] s_mjpa: ママも刺さるもんね
[0:38:18] もずくみこみこ: トラックって欲しい時見つからないえ
[0:38:26] 鬼九: ボタリンはボスにぞっこんだえｗ
[0:38:49] 奄美迦楼羅: ラークが機能してると入りづらい
[0:39:09] sushiboysomg: 今日博士いないのか
[0:39:13] user_001fin: 脳汁ぅぅ
[0:39:24] oliolikisuke: ww
[0:39:31] もずくみこみこ: あれはかっこよかったえ
[0:39:35] sushiboysomg: 今日来るかな
[0:39:37] loosedhilite: さす天竜人
[0:39:40] user_001fin: さとし？
[0:39:46] しゅららぼん03: DOGSって犬耳生えた警察のことなんや
[0:39:47] ろいどです: さとし52歳
[0:40:02] shin_misou: 帽子が似てるねww
[0:40:12] user_001fin: サトシだった
[0:40:49] jason_game_ch: チャルロスのが面白いわ
[0:40:54] もずくみこみこ: みんな だえにつられるえ
[0:40:55] yuukadayonn: 後藤れむ強いからな〜
[0:40:56] 加斗: いや分からん
[0:40:58] hiyokomanjuuuuu: 心なきのトラックってどれも燃料少ないね
[0:41:09] shin_a_: Cheer100 ミッションふぁいと
[0:41:14] 加斗: 警察メンツが強い
[0:41:22] oliolikisuke: ロケランが怖いえ
[0:41:32] hachiko0000: dogsの親玉は油断禁物だえ
[0:41:32] sushiboysomg: ふなより活躍するえ
[0:41:37] user_001fin: シャンクズ慣れてるなぁ
[0:41:52] masgsa1052: 期待してるえ
[0:42:04] t_tm0923: チャルロス Cheer100 頑張れ〜
[0:42:19] taigodag: そうね
[0:42:22] tiga916: 確かに
[0:42:24] ろいどです: ね
[0:42:27] もずくみこみこ: ほんとに
[0:42:41] kinakooi: がんばーーー
[0:42:44] otonashi6209: 竹森に感謝だえ
[0:42:45] ちゃそちゃ: いいねー
[0:42:49] user_001fin: おもろいからだぇ
[0:42:56] jarashi119: なんキル目標？
[0:42:56] すぱ: 今日のご飯は何食べたの？
[0:42:57] バルブドット: 楽しみ〜
[0:42:59] 白ロム: よかっただえ
[0:42:59] mci_foden: 太らせてから食べるえ
[0:43:01] taigodag: こっちも見てて楽しいからね
[0:43:02] achan2805: からあげ食べ放題
[0:43:04] もずくみこみこ: 今日のご飯はなんだろうw
[0:43:05] ろいどです: 三食焼肉おやつにからあげだえ
[0:43:06] 直生: Cheer100
[0:43:06] 白ロム: いっぱい食べるだえ
[0:43:08] nekomameta: 皆殺しだぇ〜
[0:43:19] tepapa: 頑張れ
[0:43:22] sushiboysomg: からあげ頂きます、パク
[0:43:37] もずくみこみこ: トラック詰めるのもお手のもんだえ
[0:43:44] tepapa: 大活躍みたいえ
[0:43:57] バルブドット: ぬけてきたw
[0:43:58] 直生: みこが来そうだぇ
[0:44:01] ソルティー_: ないすだえ
[0:44:14] Sean_kmsky: 小さいトラックの方が詰めすそうだえ
[0:44:27] haru524288: 先輩だ
[0:44:32] Sean_kmsky: 先輩だえ
[0:44:36] user_001fin: wwww
[0:44:43] ゆのぴか: wwww
[0:45:00] user_001fin: かっこいいな
[0:45:02] icenine_9029: 草
[0:45:03] バルブドット: 移動砲台w
[0:45:06] みみまい: ｗｗｗｗ
[0:45:08] shin_misou: wwwwwwwww
[0:45:09] 鬼九: ｗｗｗ
[0:45:09] d3suko: wwww
[0:45:10] もずくみこみこ: www
[0:45:13] kinakooi: ｗｗｗｗｗｗ
[0:45:13] 職人: 伝説だぇ
[0:45:15] ichi38_: ひとりでなww
[0:45:16] Sean_kmsky: 取り残されたえｗｗ
[0:45:19] ナマコ魚雷: 良い笑い方やなw
[0:45:29] もずくみこみこ: もう先輩だえ
[0:45:35] ぺろさんだよ: グレ、ロケラン警戒だえ
[0:45:42] sushiboysomg: キャッスルゆかりの地
[0:46:06] icenine_9029: FFこわい
[0:46:18] レヴィ99: 靴脱いどくえ
[0:46:20] 直生: 誘爆チャンスあるだぇ
[0:46:50] バルブドット: 穴から入ってくるパターンになるな
[0:46:58] すぱ: ママだ
[0:47:28] もずくみこみこ: 華憐ちゃんの大型はいつも寝起きだえwww
[0:47:46] しろしろくんどっと: ママいっつも寝起きで大型きてるえ
[0:48:23] もずくみこみこ: 連携楽しみだえ
[0:49:18] kinakooi: さいやく道連れだえ
[0:49:31] atsumori_pop: 経験値3倍バフかかってるぐらい学びが凄い
[0:49:55] ノーシュ: どえらいバーサーカー
[0:50:06] 二十日後の緑茶: ピリついたえ
[0:50:13] allie2209: ハードル高いな
[0:50:15] ganototosu05: ハイドしかできないよ😭
[0:50:20] にーとろる: ハイドしてるだけじゃないのかえ？
[0:50:23] akihitooo000: ｗｗｗ
[0:50:24] 職人: 無言ｗ
[0:50:26] みみまい: 無視ｗｗｗｗ
[0:50:27] 二十日後の緑茶: www
[0:50:28] merumn: wwwww
[0:50:30] ネオちー: は、いど
[0:50:31] もずくみこみこ: れりあちゃんカッコつけてるwww
[0:50:32] 奄美迦楼羅: もういじってるやん
[0:50:32] haru524288: ハ、イド
[0:50:32] thiru_sudyn: www
[0:50:33] 秋野夏樹: wwww
[0:50:34] makotoo_hase: スカして吹かすw
[0:50:34] yyuu65: wwwwwwwww
[0:50:34] ソルティー_: www
[0:50:34] ふゆ介: あ
[0:50:34] ちゃそちゃ: ww
[0:50:35] ろいどです: ｗｗｗｗｗ
[0:50:37] ganototosu05: あ
[0:50:37] さけじゃけ: ハイドwww
[0:50:38] 湘南マグナム: ｗｗｗ
[0:50:38] Sean_kmsky: はいどｗｗｗｗ
[0:50:39] ぱぱらぱ00: ハイドはまずい
[0:50:42] torataco09: あ
[0:50:46] しぇぱ3: わろた
[0:50:46] atsumori_pop: 魂に攻撃してない？ｗ
[0:50:47] aya_s: www
[0:50:49] Sean_kmsky: なぜか上手そうｗｗｗ
[0:50:50] beechan01: ハイドのフナ
[0:50:51] Kaminagi_TKP: ハイド得意そう
[0:50:54] ジンじん: ハイド得意だからな
[0:50:56] mci_foden: ハイドには定評があります
[0:50:58] ganototosu05: 貫通やめてね BloodTrail
[0:50:59] koki_hnbred: 一番得意そうw
[0:51:01] akihitooo000: いじってるなｗ
[0:51:01] user_001fin: 和むやん
[0:51:02] allie2209: www
[0:51:04] ネオちー: みんな黙っちゃったじゃん
[0:51:17] ココナッツミルク: 名前はNGね
[0:51:24] akagi_4147: 今どういう状況ですか
[0:51:28] akagi_4147: ！
[0:51:31] ichi38_: おお！
[0:51:32] gircro: ！
[0:51:33] みみまい: じぇいくーーー！
[0:51:34] icenine_9029: ジェイク！
[0:51:39] KABAYAKIGG: ジェイク！！
[0:51:40] たろをまんじ: ジェイク！
[0:51:40] ichi38_: ラーク5人ww
[0:51:44] hukotyuunowifi: 餡IN率高いなw
[0:51:46] ちょびのすけ: めっちゃ人おるw
[0:51:46] もずくみこみこ: ジェイクさん週末じゃないのに起きてきた
[0:51:49] ゆのぴか: ジェイクーー！！！！あつい！！！
[0:51:53] hukotyuunowifi: 軍隊やんもうw
[0:51:55] sinatra0810: 人数すごw
[0:51:58] user_001fin: ジェイク人気だな
[0:52:00] yossy_island23: ジェイク最近めっちゃくる
[0:52:02] ソルティー_: ジェイク今日は頼む
[0:52:03] 職人: 中入ってこれんやろｗラークが強すぎるｗ
[0:52:14] icenine_9029: 今の餡楽しいからなあ
[0:52:17] マイド1号: 祭りだなー
[0:52:18] 奄美迦楼羅: 高速こなそう
[0:52:20] Kaminagi_TKP: 指名手配だからかな
[0:52:22] ノーシュ: ジェイクさん絶対チャルロス気に入って会いに来てるえ
[0:52:29] tigersliker1967: ジェイク、最近よく来てくれるw
[0:52:32] yuukadayonn: 餡ブレラ人多いね〜！
[0:52:41] sushiboysomg: ハイドで弄られてるの草
[0:52:48] haru524288: 2killしたら余裕勝ちか
[0:52:53] Sean_kmsky: 殲滅しようぜー
[0:53:00] ろいどです: バチバチの打ち合い楽しそうだｗ
[0:53:07] くるあ0109: 今の餡ほんとにおもしろい！
[0:53:14] sushiboysomg: まずわきをが自爆するからマイナス1だな
[0:53:18] もずくみこみこ: 今回もキャッスル伝説作ろうだえ
[0:53:19] atsumori_pop: チャル視点、この街で一番ワクワクしながら見てる、ファイトー！
[0:53:22] Sean_kmsky: 全滅させて徒歩で帰宅え
[0:53:25] hasegawa01q2: w
[0:53:29] hachiko0000: 油断禁物だえ
[0:53:30] icenine_9029: チャッスル頑張るえ
[0:53:32] mocasann: 歯茎は終わってからね
[0:53:36] デビシャビ: キャッスルするえ
[0:53:36] tsubuichigo: ふぁいとだえー！！
[0:53:44] tatsu0507: がんばるえ〜
[0:53:50] くるあ0109: れむきゅんとチャルが戦うといいなぁたのしみ
[0:54:02] shin_misou: ありけんが有能すぎて活躍するのが当たり前みたいになってる
[0:54:05] ノーシュ: ここから落ちて落下死だけは萎えるえ
[0:54:09] バルブドット: 開始までのこのチリチリした緊張感がええな
[0:54:16] user_001fin: ピーク…
[0:54:31] akagi_4147: そういえば新入りも新入りなんよな
[0:54:38] もずくみこみこ: ノーリミのキャッスルけっつんだえ
[0:54:39] tigersliker1967: クソガキ、高速に来て欲しいなw
[0:54:50] icenine_9029: ニュースいっぱい見たからね
[0:54:53] kinakooi: 有能すぎ
[0:55:07] zenith_ar: NLと合同か！ありがたい
[0:55:11] user_001fin: けっつん気持ちよくしてくれるねぇ
[0:55:23] kinakooi: PopNemo
[0:55:29] みみまい: れむ警戒ｗ
[0:55:31] user_001fin: ごどうれむ注意なのか
[0:55:33] torataco09: 後藤れむ
[0:55:34] Sean_kmsky: 化け物がいます
[0:55:36] レヴィ99: ほんとに恐れられてるな
[0:55:37] nattu0204: ぼ、す
[0:55:38] akagi_4147: れむせんいるのか！！！
[0:55:38] ノーシュ: 後藤れむは最強だえ
[0:55:39] もずくみこみこ: 要警戒の後藤れむだえ
[0:55:41] torataco09: ぼ、す
[0:55:46] yuukadayonn: 後藤れむ1番強いえ
[0:55:48] 鬼九: みんな後藤れむ警戒なんよねｗ
[0:55:48] ソルティー_: やろう！
[0:55:49] sushiboysomg: 最強警察
[0:55:50] しゅららぼん03: 後藤れむへの警戒えぐい笑
[0:55:50] みみまい: 終わったらボスに報告だ！
[0:55:57] user_001fin: かっこよ
[0:55:59] ろいどです: 忍者だえｗｗｗ
[0:56:00] tokiwa_zaibatsu: 楽しみすぎる
[0:56:00] haru524288: 凄いな
[0:56:05] もずくみこみこ: www
[0:56:06] ゆのぴか: 後藤れむは最強のガキだぇ
[0:56:08] nyonmenm: @torataco09 ねたばれ４
[0:56:08] ichi38_: wwww
[0:56:10] shin_misou: wwwwwwwww
[0:56:11] shimayu: wwww
[0:56:12] ノーシュ: ありえるえｗｗｗ
[0:56:14] くるあ0109: www
[0:56:16] gaaahyu: www
[0:56:17] mocasann: wwwwww
[0:56:18] shimayu: やりかねんかも
[0:56:18] バルブドット: ゴッドレムでも死ぬ時は死ぬからw
[0:56:21] hachiko0000: こわいえw
[0:56:22] みみまい: マヌ、、、ｗ
[0:56:23] くるあ0109: あなあけるはやばいw
[0:56:24] indy_muku: 大穴からパラで入ってきたりして
[0:56:25] ノーシュ: わからえたえ
[0:56:28] icenine_9029: 心なきだったえ
[0:56:29] したっけ_道産子: うちのボスもパラシュート落下好きだなぁ
[0:56:29] shin_misou: いい反応してくれるw
[0:56:34] sushiboysomg: 007やん
[0:56:40] ant12037: みこだえwwwww
[0:56:42] くるあ0109: まぬとローズとれむきゅんたおそ
[0:56:45] 二十日後の緑茶: 調子乗るのはええw
[0:56:46] soundgirlduo: みこだぇ
[0:56:52] icenine_9029: ベイトだえ
[0:56:56] haru524288: せこい
[0:56:57] Sean_kmsky: 見方をベイトにｗｗｗ
[0:56:59] バルブドット: ww
[0:57:03] うお2: レイナのくせにｗ
[0:57:04] もずくみこみこ: www
[0:57:05] さわー3: それはうざいww
[0:57:06] ろいどです: ｗｗｗ
[0:57:11] tsubuichigo: www
[0:57:16] opefgrapon: 元気ｗ
[0:57:17] もずくみこみこ: ふぁいとだえー！！
[0:57:18] Sean_kmsky: 多いなｗｗｗｗ
[0:57:18] しゅららぼん03: 何人いるんやこれw
[0:57:19] バルブドット: 賑やかw
[0:57:21] 鬼九: ファイトー
[0:57:21] ant12037: 音圧www
[0:57:23] ソルティー_: やばいw
[0:57:25] atsumori_pop: すごい人数だなｗ
[0:57:26] しばですよ: がんばれ
[0:57:27] tsubuichigo: ファイトだえー！！！！
[0:57:29] hasegawa01q2: 暴れてこいだってw
[0:57:29] tigersliker1967: 祭りだぇw
[0:57:32] achan2805: 楽しみだえ
[0:57:34] バルブドット: 過去一メンツが多いかもね
[0:57:35] エメリ: みんながんばるえー
[0:57:44] したっけ_道産子: こっち強すぎて警察かわいそうw
[0:57:49] masgsa1052: チャルロス頑張るだえ
[0:58:01] とらインフィニティ: まもりきるえ〜 Cheer100
[0:58:11] icenine_9029: けっつん葉みたい
[0:58:13] otonashi6209: ミュート...?
[0:58:15] にーとろる: ミュートってなんだえ
[0:58:29] hachiko0000: 喉しぼるえ
[0:58:34] 1120meguuu: ふぁいとー！！
[0:58:38] user_001fin: きたぇぇ
[0:58:46] atsumori_pop: AKかっこいいな
[0:58:46] thiru_sudyn: 頑張るえ
[0:58:47] みみまい: どきどきするえ
[0:58:48] sushiboysomg: お！
[0:58:50] エメリ: ドキドキするえ
[0:58:51] nekomameta: 皆殺しだえ
[0:59:40] もずくみこみこ: 那須くんが居る安心感
[0:59:46] user_001fin: 悔しいけどファンタがかっこよく見え始めてる
[0:59:53] atsumori_pop: 那須くんかっこいいよね
[1:00:26] shin_misou: これ人数多いから取り分少なくなりそうw
[1:00:38] co_reich: VCRの時のファンタさんはサポートに徹してたもんなあ
[1:00:38] もずくみこみこ: 来たえ
[1:00:49] nonowdd: あらら
[1:00:55] Sean_kmsky: あらーーーー
[1:00:57] もずくみこみこ: 歪みだえ
[1:01:01] みみまい: んーーー
[1:01:02] きえさん: あら残念
[1:01:02] ゆのぴか: あらららららー
[1:01:03] 鬼九: まじか～
[1:01:06] hachiko0000: 回収班地上出る歪みあるのか
[1:01:06] sushiboysomg: ゆがみで大穴上とかあるの？
[1:01:10] 鬼九: まぁしゃあないね
[1:01:10] ティーセブン: ｗｗｗｗ
[1:01:12] ろいどです: ｗｗｗｗ
[1:01:13] マイド1号: ｗｗｗｗｗｗｗｗｗｗｗ
[1:01:14] shin_misou: wwwwwwwwww
[1:01:18] デビシャビ: すまんけど、ここまで見てこれないやろ
[1:01:18] らんぱ: 絶対お前のセリフじゃないｗ
[1:01:19] co_reich: 歪みは仕方ないねえ
[1:01:23] 鬼九: ｗｗｗ
[1:01:23] ティーセブン: コ〇ー！？
[1:01:23] Xirilla_: ｗｗｗ
[1:01:24] ソルティー_: ちゃんと言おう？
[1:01:24] faiba2525: www
[1:01:25] ゆのぴか: wwwwww
[1:01:26] allie2209: 真逆ww
[1:01:27] ichi38_: wwww
[1:01:29] しぇぱ3: コビー！？
[1:01:31] しゅららぼん03: www
[1:01:31] hachiko0000: wwwwww
[1:01:36] user_001fin: 悲しいええ
[1:01:37] nonowdd: wwwwwww
[1:01:40] もずくみこみこ: ニセモノwww
[1:01:42] aoyanx: 覇気使えるえ
[1:01:42] mytake1766: 見聞色に目覚めました
[1:01:42] sushiboysomg: よく耐えた若い海兵
[1:01:43] しばですよ: ｗｗｗｗｗｗ
[1:01:48] shin_misou: wwwwwwww
[1:01:50] aya_s: wwww
[1:01:51] faiba2525: シャンクズが登場
[1:01:54] mocasann: よく内容覚えてるねww
[1:01:56] haru524288: え
[1:01:59] co_reich: 誰だよw
[1:02:00] thiru_sudyn: え
[1:02:00] masgsa1052: ｗｗｗｗｗｗｗｗ
[1:02:02] nyonmenm: え
[1:02:02] faiba2525: www
[1:02:02] ソルティー_: え
[1:02:04] もずくみこみこ: え
[1:02:04] hasegawa01q2: 話の通じる良心的な天竜人かなwww
[1:02:08] くるあ0109: 手のひらコロコロ
[1:02:15] きえさん: む、ぎわら...
[1:02:15] f3fke21ajsec: ｗｗｗｗｗｗ
[1:02:16] ろいどです: ｗｗｗ
[1:02:16] icenine_9029: あ
[1:02:18] allie2209: ww
[1:02:18] co_reich: どういう立場なんだw
[1:02:18] thiru_sudyn: あ
[1:02:19] periodfn88: あ
[1:02:19] utakata0906: あ
[1:02:19] faiba2525: え
[1:02:21] Sean_kmsky: おいおいｗｗｗ
[1:02:21] ソルティー_: www
[1:02:23] くるあ0109: 手のひらクルクル
[1:02:23] しゅららぼん03: ゆふぃ...
[1:02:25] faiba2525: ユフィ
[1:02:25] thiru_sudyn: ゆ、
[1:02:33] たろをまんじ: ゆふぃ？
[1:02:35] ganototosu05: ゆ、
[1:02:36] faiba2525: そのルフィハイドしてそう
[1:02:38] shin_misou: ハイド野郎じゃねぇか
[1:02:39] Sean_kmsky: ゆふぃだと？？ｗｗｗ
[1:02:43] co_reich: ゆふな？
[1:02:47] papapapupepon: モノマネできんのか？w
[1:02:51] しゅららぼん03: 2年後！ロスサントスへ！
[1:02:53] もずくみこみこ: これどうなるんだろ
