[0:00:18] Muuwannn: wow
[0:02:32] aka_beagle: อ่าวว
[0:02:32] 19__ning_d: อย่าบอกนะ55555
[0:02:32] windowsxe: 555555555
[0:02:32] bhkkk121: อ่าว
[0:02:33] anas_ut: ห่ะ
[0:02:33] anusit71: ผู้ติดตามยังไม่กลับมาอีกหรอพี่เอส
[0:02:33] Zondamaster: อย่าบอกกกกกกกกกกนะ
[0:02:33] artnaverdie: เชาจ่ายยย
[0:02:33] la_la_bell: ห้ะ
[0:02:33] OvEl2DoSe: มาไว
[0:02:33] kkawmunkaii: ลง 3 ทุ่ม 55555
[0:02:33] toto_bear: rebirthztvLove rebirthztvLove rebirthztvLove
[0:02:33] boyice15: 555555
[0:02:33] mreuro17: ดีคับ
[0:02:33] pra_kanpipo: ใครครับเนี่ย
[0:02:33] MozzimoCassano: ผมตั้งเวลาผิดหรือเปล่า
[0:02:34] devyjxne: เเล้วท็อเจริญหละลุงงงงงงงงงง
[0:02:34] painoii: ขายของ5555
[0:02:34] bigtui20: งงนะ
[0:02:34] 2542CH: เห้ย สุดจัด
[0:02:34] jeonju_: no.1
[0:02:35] arainizq: <3 <3 <3
[0:02:35] S6Xvespa: เทป
[0:02:35] thxminnie: โควิดสินะ
[0:02:35] Annjungroom39: ฝนตกแน่ๆ
[0:02:35] pornchai_1: เห้ย
[0:02:35] pronofake__: เพื่อนโดนอุ้มครับพี่เอสส555555
[0:02:35] vichak2549: ท็อปเจริญล่าา
[0:02:35] minimax4521: วัดดีคับพี่ชาย
[0:02:36] tar_lack: 55555555555
[0:02:36] mbutf445: ลุงมาแจ็คหาย
[0:02:36] bigbirdmann: แปลกๆ
[0:02:36] apichat8899: กำลังอาบน้ำเลย มาไวจัง555
[0:02:36] earth_x285: เขาจ่ายป่ะพี่
[0:02:36] marspk: ปอนเข้า
[0:02:37] smith__2003: ดีคับ
[0:02:37] beammiii: งืมมมมมมม
[0:02:37] mamaboat_44: ไม่ได้ดูคริปเลยคริปย้อนหลังไม่มี
[0:02:37] notdoriyagi: 2 ทุ่มลง
[0:02:37] farafirstll: ท็อปเจริญหล่ะ55555
[0:02:38] kwancha_i: อ่าว
[0:02:38] dojabuss_: สปอน555+
[0:02:38] pxxyhub: มาไวเกินนนน
[0:02:38] Few_Few_: เขาจ่ายแล้วอะดิ5
[0:02:38] paniaramaiket: หวัดดีค้าบลุงงงง
[0:02:39] chshvhj: ห้ะะะ
[0:02:39] first_first003: พระเอกมาๆๆๆๆ
[0:02:39] chxt_tttt: อ้าวๆๅๆ
[0:02:39] topnook: 5555
[0:02:40] hyuki3: ห้ะ
[0:02:40] beergiftattoo: ฝนตกใหญ่วันนี้ กรุงเทพน้ำท่วม
[0:02:40] jay_jjj: ย้ายค่ายล่ะ555555
[0:02:40] nuunahee99: เห้ยยยย ได้ไง
[0:02:40] Hermonic_: ห้ะๆๆ 555555555555
[0:02:40] EraAttack: Kreygasm Kreygasm
[0:02:40] noomzajmlp71: นอนเต็มอิ่มมาเร็วมากกกกก
[0:02:40] ARm_rm: เห้ยยยยยย
[0:02:40] najanaka: 55555
[0:02:41] erak554: โลกแตก พี่มาไวโพดดดดดดด55555
[0:02:41] pig__sn: เข้าแล้วหรอ5555
[0:02:41] PeeKruBz: ท็อปไม่เข้าสักที5555
[0:02:41] bblackwinn: ฝนตก
[0:02:41] cool1194: คิดถึงงงง
[0:02:42] an_an1999: อย่าบอกนะ!!!
[0:02:42] ker1113: ึพายุเข้า555
[0:02:42] thanaphon_ta: 5555555
[0:02:42] jgodz007: 55555
[0:02:42] itzpaiizz: หะๆๆๆๆๆๆ
[0:02:43] vivcion: @ovel2dose ดีค่าบ
[0:02:43] Jinbu_X: 555556
[0:02:43] lil_jajajetmae: เรียบ
[0:02:43] pronXjav: ห๊ะ
[0:02:43] ba_furu: 555
[0:02:43] brightgamerkung__: Cheer20 พี่เอสสวัดดีครับวันนี้มาไวฝนตกแน่เลย55555
[0:02:43] icemaraa: หะ
[0:02:43] bhkkk121: ท๊อปเจริญสุดก็ว่า
[0:02:43] pornchai_1: มาเชย
[0:02:44] MayManimon: ห้ะ
[0:02:44] arnus_kj: ห้ะ
[0:02:44] hareruya__: เห้ยย
[0:02:44] moomazie: แปลกๆ
[0:02:44] aditap1: NotLikeThis NotLikeThis
[0:02:45] franperman4: ฝันป่าวเนี้ย
[0:02:45] farflook: อ่าว
[0:02:45] looksomm: เอ้า
[0:02:45] tleccyn: คิดถึงจัดเลยครับลุง
[0:02:45] gapninja: ผมก็ใส่ทำงานอยุ่ SeemsGood SeemsGood
[0:02:45] PBallEiei: เข้ ฝนตก
[0:02:45] 01dinjo: ท็อปเจริญ
[0:02:45] yada_w15: พี่เอสเร็วจัด
[0:02:45] tajubitt: วันนี้10 ช ม โชว์ใช่มั้ยครับ
[0:02:45] AutoQ_TV: มาไวเกินๆๆ
[0:02:45] xDARKzTH: ดีครับ
[0:02:45] genosiii: เห้ยยยยย
[0:02:46] bigtui20: ออฟตั๊ดดด
[0:02:46] topnook: สปอนต้องมาล่ะ
[0:02:46] phonlawat12344: 55555เเปลกกๆ
[0:02:46] tasnimes_: 555555
[0:02:46] abarss0: คิดถึงๆ
[0:02:47] chxt_tttt: ท้อปเจริญไปไหน
[0:02:47] OHMNAJA07: ดีครับ
[0:02:47] awkgg156: ดีค้าบ
[0:02:47] guylnwzaaaa: แปลกๆๆ
[0:02:47] omagaz: ใครสตรีมเนี้ย
[0:02:48] banglan_hope: ห้ะๆๆ ท๊อปเจริญลุงง
[0:02:48] messi_k: ขายของอีก
[0:02:48] jakkritsoking: เห้ย
[0:02:48] 21fluke12: PowerUpL TPcrunchyroll PowerUpR
[0:02:48] tttt1408: <3 <3
[0:02:49] farafirstll: พายุเข้าาาาา
[0:02:49] farafluketv: แว่นเป็นแบบไหนขอดูหน่อยลุง
[0:02:49] best_kst: 555555
[0:02:49] colazaaa: ได้สปอนเซอเเล้วอ่าดิ55
[0:02:50] rattapol10: ท็อปเจริญสู้ไม่ไดเเล้วว
[0:02:50] fonsubchaa: หวัดดีคร้าาาา
[0:02:50] bearbid: ห้ะ
[0:02:50] ker1113: แปลกจัดๆๆๆๆๆๆๆ
[0:02:50] tar_lack: ทิ้งท็อปเจริญซะละ
[0:02:50] vichak2549: นานมากกกกก
[0:02:50] rochnok999: มาโฆษณาหรอ
[0:02:50] AutoQ_TV: ฝนตก
[0:02:50] pornchai_1: 555555555
[0:02:51] hell0_madafaka: อ๋อ สปอนเข้า รีบมาขายของ
[0:02:51] brightgamerkung__: ห๊ะ
[0:02:51] flapjax01: !
[0:02:51] stnang2005: เอาว่ะ10จริงอะ
[0:02:51] nongamess: คิดถึงจัดเลยคับ
[0:02:51] NAOMIJJXXX: เห้ยๆ
[0:02:52] natthawut452: มาไวจัง
[0:02:52] aittipon099: ดีคับ
[0:02:52] jakkritsoking: มาเชย
[0:02:52] mekhinthrrrr: คิดถึงงงง
[0:02:52] skm_somthui: เค้าสปอนเซอร์เหรอก็เลยบอกว่าดี
[0:02:52] pemsak123: ดีคับ
[0:02:52] nissannnnnnnnnn: ฮู้ววววว
[0:02:53] privilege1234: นา
[0:02:53] billytwen: ดีค้าบบบบบ
[0:02:53] ball_41: ตะวันยังไม่ลับฟ้า
[0:02:53] jinjoyboy: อย่าบอกนะ
[0:02:53] icemaraa: วะวะวะไวววว
[0:02:53] OvEl2DoSe: @kcrosztv ดีคับบบ
[0:02:53] bigbirdmann: ลูกค้าเข้าแหละ
[0:02:53] farafirstll: ฝนตกหนัก
[0:02:53] sea_four: พระเอกมาจนได้
[0:02:54] armisus999: ที่หน้าไม่ต้องเปิดเพลง เปิดเสียงพี่ตี๋หัวเราะอย่างเดียวทั้งสตรีม
[0:02:54] jetsadakorn13y: BibleThump
[0:02:54] BoAoNoK: ห่ะ
[0:02:55] keeratipee: ดีคราบบ
[0:02:55] arm_linderhof: ดีครับ
[0:02:55] aka_beagle: ออฟมาเฉย
[0:02:55] blackjack_xxx: <3 <3 <3
[0:02:56] nonpes2021: วัดดีรับ
[0:02:56] Alacatrazq: เห้ยๆๆๆๆ
[0:02:56] Running_31: นานมากกกคิดถึงงงง
[0:02:57] farflook: ท็อปเจริญผมอะ
[0:02:57] dewwy_shinobi: rebirthztvLove
[0:02:57] pawichxlife_: pawichx_ subscribed at Tier 1. They've subscribed for 25 months! 
[0:02:57] toto_bear: ดีครับดี 555
[0:02:58] mekhinthrrrr: ดีค่าาา
[0:02:58] mack9909: มาไวแปลกๆๆ
[0:02:58] guylnwzaaaa: ลาก่อนท็อปเจริญ
[0:02:58] ARm_rm: คงลืมท็อปเจริญ
[0:02:58] ker1113: กลัวไม่ได้เล่น5555
[0:02:59] scowit_: <3 <3
[0:02:59] Unknow0936: เห้น
[0:03:00] rakzaaar123456: ทำไมวันนี้มาเร็วจังครับ
[0:03:00] fearchx9: สาสาสาสาหวัดดีค่ะ
[0:03:00] thanathipboonsap554: เห้ยๆๆๆ
[0:03:00] kayk2545: ห้ะ
[0:03:00] pong02_: 10ชม.วะ
[0:03:01] bigtui20: ขายของนี่เอง
[0:03:01] nonz545: ดีคับ
[0:03:01] superg304: พระเอกมาเเล้ว
[0:03:01] title_2003: เปิดมาก็สปอนเซอร์แล้วว
[0:03:01] topnook: 10ชั่งเเน่นอน
[0:03:01] Maxkey00: 5555
[0:03:01] shibabonkk: deeeeeee
[0:03:02] donutty16: หวัดดีคับ
[0:03:02] babybel_mu: เป็นบุญตามากค่ะ BibleThump
[0:03:02] ballandbell: ทําไมรู้สึกแปลกๆพอมาไว
[0:03:03] brightgamerkung__: สปอน5555
[0:03:03] MozzimoCassano: อย่าบอกนะว่าาาาา ลูกค้าาาเข้าาา
[0:03:03] NAOMIJJXXX: ท็อปเจริญไปไหนพี่
[0:03:04] REALxLIFE_XD: Kappa Kappa Kappa
[0:03:04] unnieee239: มาตอนนี้ลงไวใช่มุ้ย
[0:03:04] bearbid: อย่าบอกนะ ออฟตัสเข้า
[0:03:04] Dukkiedukduk: ดีฮะๆๆๆๆๆๆๆๆๆๆๆๆๆๆ
[0:03:05] maxxdfghji: แปลกๆ
[0:03:05] Unknow0936: มาไวจาดดด
[0:03:05] topson_windiche: @ovel2dose ดีครับ
[0:03:05] Alacatrazq: เอาดีดี ไวเกิ๊นนน น
[0:03:05] Kekeopop: วอท
[0:03:05] yada_w15: ตกใจ
[0:03:06] ball_41: สวัสดีครับ
[0:03:06] blackjack_xxx: คิดถึงงง
[0:03:06] flapjax01: !keyboard
[0:03:06] bbowty: ป๋าาาาาา🥺
[0:03:07] EMWILD_: น้ำท่วมแน่ๆๆๆ มาไวแปลกๆ Kappa
[0:03:07] gamer200660000: ขายของเฉย.55555
[0:03:07] koop1524: 55555
[0:03:07] vichak2549: ตกวจ
[0:03:07] sashimiio: sashimiio subscribed at Tier 1. They've subscribed for 4 months, currently on a 4 month streak! คิดถึงคับบบ
[0:03:08] 7amel4o: สวัสดีครับ เอาดีๆๆๆ
[0:03:09] cosmo_2569: ไม่มีคลิปย้อนหลังไม่ได้ดูเลยย
[0:03:09] hareruya__: NotLikeThis
[0:03:09] tnploser: ทำไมเปลี่ยนแว่นแล้วครับ
[0:03:09] peach254444: welcome back bro
[0:03:09] thanathipboonsap554: มาไวจังอ่ะ
[0:03:09] nuunahee99: มาไวงี้ มีเหลี่ยมขะหยุดชัว
[0:03:09] kittttyb1: WutFace
[0:03:09] tomno1tv: ดีครับ
[0:03:09] kokizja: พระเอกมาเเล้วคิดถึงพี่เอสสสสสสสส
[0:03:09] kayk2545: เห้ยๆๆ
[0:03:09] sea_four: ตกใจ
[0:03:10] spiderbazs: ห๊ะะะ
[0:03:10] warattaya_: ตกใจจจจจจจจจจจจ
[0:03:10] billytwen: ว่าละ
[0:03:10] MonsTerggTV: สวัดดีคับ
[0:03:10] tar_lack: ตกใจจจจจจจจจ
[0:03:10] BoAoNoK: เเว่นอะไรน่ะ ผมฟังไม่ชัด ขออีกที
[0:03:10] yhong_suttiengsut: หูแตก
[0:03:11] best_kst: ลาก่อนท็อบเจริญ5555
[0:03:11] shibabonkk: mezOtic
[0:03:11] 05beer: ดีครับบ
[0:03:12] lasttixe: ตกใจจ
[0:03:12] viwwiv1: งุ่ยยย
[0:03:12] noomzajmlp71: ใช่ลุงมาสตีมป่ะครับ
[0:03:12] jaja2234: มาไวจัด
[0:03:13] cool1194: คิดถึงงงง
[0:03:13] topnook: โอ้ยลุง55555
[0:03:13] PiM_aRisA: ดีค้าบบบบบบบบบบบ
[0:03:13] ranlabpaithangnai: cmonBruh FBBlock SingsMic
[0:03:13] MeAw_MaN: เอาดีดี๊
[0:03:13] thanathipboonsap554: ดีครับ
[0:03:14] spiderbazs: ห๊ะะะะ
[0:03:14] qq_paradise: Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 3ทุ่ม เวลาปาปัวป่ะครับหนิ
[0:03:14] OwenDekD: 12ชั่วโมงมาแน่
[0:03:14] dx_mac: 34ตัว้รายยยยย
[0:03:14] fonsubchaa: กำลังเดือดเลย
[0:03:15] dunyawat_title: ตกใจที่คิดถึง
[0:03:15] guardian_ktk: ดีครับ
[0:03:15] boyice15: rebirthztvLove rebirthztvLove rebirthztvLove rebirthztvLove rebirthztvLove
[0:03:17] ppxpong: ของจริง
[0:03:18] cabom1953: มาไวจังครับลุง5555
[0:03:18] OvEl2DoSe: @top_phanu หวัดดีคับผมม
[0:03:18] hell0_madafaka: โชคดีนะท็อปเจริญ
[0:03:18] nattaphoomnew: บ้านผมฝนตกแล้วคับ555
[0:03:18] lasttixe: 55555555
[0:03:19] bhkkk121: ท๊อปเจริญละลุง
[0:03:20] djxuxjcj: rebirthztv5555
[0:03:20] fearchx9: คิดถึง
[0:03:20] anas_ut: คิดถึง
[0:03:21] wictchauapon: เอาดีๆ
[0:03:21] maxzz5241: ดีคับ
[0:03:22] hareruya__: ดีคุบบ StinkyGlitch
[0:03:22] spiderbazs: 1 ทุ่ม เนี่ยยนะ
[0:03:22] mreuro17: คนมาไวมากกก
[0:03:22] ntw_saen: ติดถึงคับบบบบบ
[0:03:22] macus__: ช่วยเพื่อนน
[0:03:23] jojo2xa: มาไวจัดๆๆ
[0:03:23] vivcion: @spiderbazs หวัดเีค้าบพี่ไป้เด้อออ
[0:03:23] fulox20: rebirthztv5555
[0:03:24] phonlawat12344: เตื่อนเเล้วตกใจเลย555
[0:03:25] drewwyk: คิดถึงลุงงง55555
[0:03:25] chanachai1213: เอาดี
[0:03:26] mekhinthrrrr: คิดถึงมั่กๆ55555
[0:03:26] narutoav: เอาดีๆ
[0:03:26] GuJaoNa: หวาดดี ทีเดียว ลำโพงกลับมาดัง2 ข้างเลย
[0:03:26] kayk2545: เป้นไปได้ไงงงงงงง
[0:03:27] bblackwinn: ว่าแล้วทำไมพี่แจ๊คลง steam
[0:03:27] sarawut0620703375: ดีคับลุง
[0:03:27] jirawatrosol: ทำไม่ดูคลิปเมื่อคืนไม่ได้
[0:03:27] jame0z0game: แปลกๆๆ
[0:03:28] pra_kanpipo: เสียงที่น่าคิดถึง
[0:03:28] Fist_Immortal: KaWutGuys KaWutGuys KaWutGuys
[0:03:28] neverloseqz: ดีครับลุงงงง
[0:03:29] tinnapopxx: คิดถึงค้าบบยบ
[0:03:29] bassp__: เย้ลุงทำตามสัญญาด้วย
[0:03:29] ikkew77: คิดถึงลุงมากๆนึกถึงเสียงบูทไมค์ บู้ดิ
[0:03:29] topnook: คิดถึงเหลือเกิน
[0:03:30] FewJirayu_: Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1
[0:03:30] takobzz: <3 <3 <3
[0:03:31] rattapol10: คิดถึงมากก
[0:03:31] godline2: คิดถึง
[0:03:32] Earth9kTV: ดูจากทรงหน้าจะเต็มกราฟฟฟฟฟฟฟฟฟฟฟ
