[0:00:20] 小太刀00: おはよございます！
[0:46:55] hirata923: 韓国がツイッチに莫大な金額ふっかけたんやろ？
[0:47:00] eighten810810: 韓国の国産配信サイトを盛り上げるために法律が制定されるとかじゃなかったっけ
[0:47:02] とこた: 韓国の法律の影響だね
[0:47:04] tennkoh: こんな高画質で見れなくなるかも
[0:47:05] 海猫だおーん: 今youtubeチャルがで配信したら凄いことになりそう
[0:47:08] とろとろぴく: 国自体からの法律でなぁ
[0:47:18] katuki1029: 中国とかはそうですね
[0:47:28] kenbo9999: 地元に建てた家は今どうしてるえ？
[0:47:34] かっぱまん: し、んじ
[0:47:35] とろとろぴく: www
[0:47:36] tepapa: 最近海外でかい企業が続々レイオフされてるし怖いえ
[0:47:36] らんぱ: www
[0:47:37] 狐爪: え
[0:47:38] tennkoh: ｗｗｗｗ
[0:47:38] shin_misou: 通信会社が韓国独自らしい
[0:47:38] しぇぱ3: ｗｗｗｗｗｗｗｗ
[0:47:39] megaflame35: w
[0:47:39] すぱ: どういうこと？ｗｗｗ
[0:47:40] phoenix_desu: www
[0:47:40] 海猫だおーん: wwwww
[0:47:41] sigure0113: wwwwwlwlwl
[0:47:42] はやねさん: ｗｗｗｗ
[0:47:43] tomozooooooo: それガチでおもろい
[0:47:44] リーヅモ裏裏: wwwww
[0:47:44] maru1234a: ww.w
[0:47:46] ふゆ介: wwww
[0:47:47] 1103arashi: なにそれwww
[0:47:47] とこた: www
[0:47:49] pppopppoa: 懐かしーーー笑
[0:47:50] シマシマさん: なつかしw
[0:47:52] dorokage: 複数の柱持っておかないとねえ
[0:47:52] 赤見二等兵: めっちゃ元気なかったよね
[0:47:54] robin2jr: しんじ！
[0:47:54] lau_990717: wwwww
[0:47:56] 海猫だおーん: 赤ちゃんBANほんまおもろい
[0:47:57] かっぱまん: 金持ちなんだから大丈夫そう
[0:47:59] とろとろぴく: AIというガバガバシステム
[0:48:01] ムー1030: なんで建てたの？
[0:48:01] rcyijninjn: OPENRECと、ミルダムやめた理由ってなになんー？
[0:48:04] ふゆ介: 赤ちゃんにゲームやらせたみたいになったん？
[0:48:09] riou18: 親孝行だえ
[0:48:10] tanakeeen: twichとかGoogleとかXとかめっちゃ解雇してるね
[0:48:12] kenbo9999: ええ息子だえ
[0:48:13] 半熟めんま: 家持ってるなんて…すごいわほんと
[0:48:19] ムー1030: いないえ
[0:48:22] atsumori_pop: 最高に孝行息子で草
[0:48:29] EnidxxxSinclair: banの話でしんじがでてきたんだも
[0:48:29] れのだお: BANの話だからじゃない？
[0:48:30] tepapa: ありけんrustでバンされたこと覚えてる？
[0:48:31] ムー1030: ｗ
[0:48:31] 狐爪: え
[0:48:37] エメリ: えー
[0:48:38] とろとろぴく: しんじさんがBANされたからみたいな感じじゃないの？
[0:48:39] dorokage: クレイジー
[0:48:39] みゃみゅみょん: www
[0:48:41] しぇぱ3: ベビーフェイス
[0:48:41] ふゆ介: wwwww
[0:48:44] 半熟めんま: 可愛すぎるってことか
[0:48:49] hirata923: 理不尽やんw
[0:48:50] 海猫だおーん: 13歳未満(赤子)
[0:48:50] とこた: 不思議なルッキズム
[0:48:52] belobelodaaaaaaa: さっせん
[0:48:52] onann92: www
[0:48:55] KABAYAKIGG: 実際「配信」って言う職業がなかったら何してる？
[0:48:55] はっぴーまろ: www
[0:48:57] r_ronge: www
[0:49:00] てふてふですよ: オープンレック時代ね
[0:49:00] 由笑: 肌もちもち
[0:49:00] すぱ: 滑らない話だけど当事者からしてみると意味不明すぎてきついね
[0:49:01] saikeufc: マイクラの配信だっけ？
[0:49:02] TYdaaa: Riotも何百人リストラ最近されたよね
[0:49:04] 直生: 理由が怖すぎる
[0:49:09] sabachann123456: Rustで外国人に下ネタ言われてbanされてなかったっけ？
[0:49:09] 半熟めんま: 実際されたら笑えないよな
[0:49:13] シマシマさん: フォトナで結構調子良かった時だもんなぁ
[0:49:15] マドリディスタ: それ、どうにもならなかったの？
[0:49:18] とろとろぴく: まぁでもAIなかったら今頃地獄だよ
[0:49:20] rcyijninjn: まぁありけん乳すきやしな
[0:49:33] しぇぱ3: お
[0:49:39] かっぱまん: あ
[0:49:46] とろとろぴく: 誰やろ
[0:49:52] 直生: 衛星外かな
[0:49:53] KABAYAKIGG: あ
[0:50:02] sushiboysomg: 開発タイトル閉じたからその部門ごとクビ
[0:50:03] とろとろぴく: 3人目来たー
[0:50:05] 由笑: どんどん来るえ
[0:50:06] ムー1030: おおいなｗ
[0:50:17] しぇぱ3: 明るくなったらきたな
[0:50:17] レヴィ99: 半グレはこれが生業だもんな
[0:50:17] とろとろぴく: 4人目キター
[0:50:19] dorokage: めっちゃくるやん
[0:50:21] つむぎむぎむぎ: これはどういうゲーム？
[0:50:21] atsumori_pop: ベイトが増えたと思えば・・・
[0:50:21] hirata923: ノーリミか？
[0:50:24] ナマコ魚雷: めっちゃくるやんw
[0:50:27] cheeeeekun: そろそろ警察くるえー
[0:50:28] 直生: 変装した人メッチャ来たｗ
[0:50:33] 1nooosee0507: みんなデイリーかな
[0:50:35] 海猫だおーん: いっぱい来るぇなぁ
[0:50:36] otonashi6209: まだ半分かw
[0:50:39] ムー1030: しらんえ
[0:50:41] とろとろぴく: ほんとに誰w
[0:50:44] 半熟めんま: ｗｗｗ
[0:50:46] learnenglish12345: ww
[0:50:50] らんぱ: 逃げれる確率はあがったえ
[0:50:50] ムー1030: ハングレもギャングもくるからわからないえ
[0:50:54] ムー1030: あ
[0:50:55] すぱ: 全員誰なんだえ…
[0:50:56] dorokage: あ
[0:50:56] tennkoh: あ
[0:50:56] かんかんとまと: あ
[0:50:57] sigure0113: あ
[0:50:57] ナマコ魚雷: あ
[0:50:58] 直生: あｗ
[0:50:58] onann92: あ
[0:50:58] かっぱまん: あ
[0:51:00] hasemit: あｗ
[0:51:00] みゃみゅみょん: マジか
[0:51:00] katuki1029: あ
[0:51:01] karashi666: w
[0:51:01] ankosan0375: あ
[0:51:01] はやねさん: さいあくｗ
[0:51:02] ちょろまつ: あ
[0:51:05] 由笑: wwwwww
[0:51:06] ムー1030: びびったあああ
[0:51:07] やおねえ: やべ笑
[0:51:08] kemamon_: バイバイ
[0:51:09] atsumori_pop: 最悪やｗｗｗｗｗｗｗｗ
[0:51:10] おむすびくん39: wwwwwwwww
[0:51:10] へいちちゃん: 普通に抗争の火種だｗ
[0:51:11] Kaminagi_TKP: フナかよｗｗｗ
[0:51:11] KABAYAKIGG: 焦ったァーーー
[0:51:12] しぇぱ3: は、いど
[0:51:12] れれらい: 火種やね
[0:51:13] とろとろぴく: フナがいるならノーリミ？
[0:51:13] レヴィ99: こわ
[0:51:14] ナマコ魚雷: www
[0:51:14] TYdaaa: ゆ、ふな
[0:51:15] karumimaguro: えぐ
[0:51:16] リーヅモ裏裏: 火種
[0:51:17] マドリディスタ: びびったー！！！
[0:51:17] setunry: マジでびっくりした
[0:51:17] ジヴァ: フナやってるな
[0:51:18] shigechan3rd: えげつｗｗｗｗｗ
[0:51:18] sumikkooooo: フナかよ
[0:51:19] karumimaguro: こわすぎ
[0:51:19] r_ronge: こっちもびびったわ
[0:51:19] ムー1030: ほんまにみこだにみえたｗｗ
[0:51:21] やおねえ: ビビった草
[0:51:22] fps_hairu: みこだかとおもた
[0:51:22] otonashi6209: えぐすぎ
[0:51:22] panda_i7: 下手すら抗争だえ
[0:51:23] まじぇすてぃっく: 抗争の火種になりかねないなｗ
[0:51:24] Mint_guys: みこだかと思った
[0:51:24] とろとろぴく: 抗争か
[0:51:25] しろしろくんどっと: あいつエグwww
[0:51:26] れのだお: みこだかとおもった
[0:51:26] Kaminagi_TKP: ドラウグルはおかしいと思ったｗ
[0:51:28] 直生: まじかｗ
[0:51:29] atsumori_pop: 関係値無かったら終わってたえｗｗｗｗｗ
[0:51:29] onann92: がちでびびる
[0:51:30] annihilator_119: 火種だえ
[0:51:31] ganototosu05: 普通に火種で草
[0:51:31] 1103arashi: えぐいえw
[0:51:32] soundgirlduo: みこだぇかとおもったえ
[0:51:34] アサダおきろ: 声でわかるの流石だな
[0:51:35] ふゆ介: 餡ブレラじゃなかったらいかれるww
[0:51:35] 赤見二等兵: しかも、みこだえのコスプレ
[0:51:41] マドリディスタ: 完全に騙された
[0:51:42] zenith_ar: フナくんいいねぇw
[0:51:44] 海鼠: マジで終わったと思ったｗ
[0:51:44] しぇぱ3: 俺らもドキッてしたわｗ
[0:51:47] dorokage: でも警察来たとき分散できる可能性も
[0:51:50] すぱ: あ
[0:51:50] とろとろぴく: あ
[0:51:50] 狐爪: あ
[0:51:51] かっぱまん: あ
[0:51:52] r_ronge: あ
[0:51:52] Kaminagi_TKP: ｗｗｗｗｗ
[0:51:52] ムー1030: ありけ・・
[0:51:53] thiru_sudyn: あ
[0:51:53] hirata923: darumaWww darumaWww darumaWww
[0:51:53] 直生: ええええｗ
[0:51:53] kemamon_: ありけんじゃないギャングだったら抗争
[0:51:53] かぷちーのさん: あ
[0:51:54] phoenix_desu: あ
[0:51:54] ナマコ魚雷: え？
[0:51:55] ムー1030: え？
[0:51:55] fps_hairu: あぇ？
[0:51:55] くしなだよ: あ
[0:51:55] atsumori_pop: ん？？？
[0:51:55] dorokage: えええ？？
[0:51:55] tennkoh: ｗｗｗｗ
[0:51:56] onann92: ん？
[0:51:57] setunry: あw
[0:51:58] 326ma: 誰だ？ｗ
[0:51:58] hasemit: なんてーｗ
[0:51:58] マドリディスタ: あ
[0:51:58] 湘南マグナム: ありけん？
[0:51:58] 半熟めんま: ？？？？？？？
[0:51:58] はっぴーまろ: ありけん？？
[0:51:59] 直生: また言ったｗ
[0:51:59] おむすびくん39: え？？？？
[0:52:00] ムー1030: だれのことかえ？
[0:52:00] kashu88: 逮捕〜w
[0:52:00] zenith_ar: w
[0:52:01] ジヴァ: シャンクズと一緒やん
[0:52:03] aya_s: www
[0:52:04] 赤見二等兵: ありけんって誰？
[0:52:10] マドリディスタ: のーりみ
[0:52:10] tanakeeen: ありけん？
[0:52:10] 海猫だおーん: wwww
[0:52:11] エメリ: あらあらw
[0:52:13] katuki1029: ノーリミみんなやるなぁw
[0:52:14] 半熟めんま: ありけんっておいしいの？
[0:52:16] 1nooosee0507: wwwwww
[0:52:17] とろとろぴく: あいつ衛星外かいw
[0:52:19] rcyijninjn: 火種
[0:52:19] れのだお: ゆふな配信外かw
[0:52:21] soundgirlduo: 4文字のひらがなだぇ
[0:52:23] otonashi6209: 高木といいコイツといい言いすぎやろm
[0:52:23] kashu88: 魂の会話w
[0:52:27] mikenyan089: 衛星外は無敵
[0:52:31] atsumori_pop: ノーリミ全員衛星外！？ｗ
[0:52:38] とろとろぴく: wwww
[0:52:39] チェリー0201: www
[0:52:51] Kaminagi_TKP: ノーリミ朝までなんかやってたような
[0:53:00] とろとろぴく: ノーリミバケモンだえ
[0:53:08] ムー1030: 衛星外でもやるって はまってるなぁ ふな
[0:53:11] とろとろぴく: それはそう
[0:53:14] レヴィ99: 武器持ってないえwww
[0:53:14] shigechan3rd: そもそも銃持ってないえwwww
[0:53:26] だーすだよ: いい用心棒
[0:53:43] 直生: ノーリミと一緒ならまだ怖くない
[0:53:46] atsumori_pop: ジェネリックみこだ
[0:53:47] れのだお: まじ本物だろwあのみこだ
[0:53:56] wonda05: フナの後姿写真撮って、みこだが花摘みしてるってツイートするえ
[0:53:56] しろしろくんどっと: でもドラウグルで来てるってことは逃げ…？
[0:53:59] pandy19325: 本見ながらしてたら詠唱しよるみたいやな
[0:54:04] エメリ: 焦るわなー
[0:54:04] gido08: あれは本物すぎるｗ
[0:54:06] 直生: 終わったと思ったｗ
[0:54:11] Lefty_mitt: ｗｗｗｗｗｗｗ
[0:54:11] atsumori_pop: 心臓キュっとした
[0:54:16] Kaminagi_TKP: よく気付いたねｗ
[0:54:20] r_ronge: 今捕まると全部パーだぇ
[0:54:24] しぇぱ3: ｗｗｗｗｗ
[0:54:24] まじぇすてぃっく: 冷静に考えたらサイレンなしではこないえ
[0:54:29] setunry: 顔も似てるからw
[0:54:31] 326ma: 瞬間的にはみこだなんだけど周りが無反応の違和感ｗｗ
[0:54:34] ムー1030: 花にきらわれてえｗｗ
[0:54:38] 直生: コスプレの報いかｗ
[0:54:41] shigechan3rd: 最初からいたのがデカいな
[0:54:47] mikenyan089: 本当に捕まったら摘んだ花全部ロストか
[0:55:02] pandy19325: チャルロスもキャバクラいくぇ
[0:55:06] hirata923: エギw
[0:55:06] ペチペチ教: エギｗ
[0:55:06] すぱ: やっぱり結構時間かかるえね
[0:55:07] ムー1030: ろーれん みこだｗｗ
[0:55:09] 葉加瀬太郎にはかせたろう: ろうれん
[0:55:14] cheeeeekun: 火種だえー
[0:55:15] onann92: めっちゃ似てるw
[0:55:16] エメリ: ドキドキするからw
[0:55:16] ジムにぃ: 声似てて怖ww
[0:55:18] shnnf57: ロレw
[0:55:18] めるしぃ12: えぎか
[0:55:18] learnenglish12345: 会ったことないなw
[0:55:23] 葉加瀬太郎にはかせたろう: ろうれんえぎ
[0:55:24] daiamondd: エギだ
[0:55:28] r_ronge: ちょっと声似てるなw
[0:55:29] papapapupepon: 結構声も似てるw
[0:55:34] allie2209: 名前まんまやんww
[0:55:37] panda_i7: 狼恋やね
[0:55:40] setunry: 警察のコスプレありやなwww
[0:55:44] mikenyan089: 地脈活性させないと
[0:55:54] しぇぱ3: ろ、れ
[0:55:55] nsgrn__: 狼恋
[0:56:00] すぱ: 会ったことないえね
[0:56:00] hirata923: 一旦離れるかえ？
[0:56:01] ムー1030: おわらないね
[0:56:04] kazwackab: わ、れ BloodTrail
[0:56:10] league_snow: 花に嫌われるチャル
[0:56:12] mocasann: 歪みかなぁ
[0:56:19] ムー1030: そうね
[0:56:57] しぇぱ3: にょき
[0:57:10] すぱ: これ捕まったら罰金とかよりも集めた素材持っていかれるダメージがやばそうだえ
[0:57:26] だーすだよ: 効率はいいけど警察こわいえ
[0:57:43] ムー1030: ｗ
[0:57:51] riou18: 捕まったら罰金いくらかえ？
[0:58:00] しろしろくんどっと: もう住んでるw
[0:58:03] TYdaaa: まちおは衛星してるえ
[0:58:04] らんぱ: 雑談で場が持つのが異常なだけだえ
[0:58:06] 直生: ファーミングはだいたい衛星外多いね
[0:58:09] papapapupepon: ファームは衛生外でしてる人多いよね
[0:58:15] ぜろぜろ: わきをも衛星外で花とったりちねったりしてるね
[0:58:16] hirata923: 衛星外で家事しながらとか動画見ながらファームしてる人多いね
[0:58:24] へいちちゃん: チャルロスのはみたいえ
[0:58:35] マドリディスタ: リスナーのチルタイム
[0:58:36] 赤見二等兵: ファーム中のありけんの雑談好き
[0:58:39] samon5292: 家事したり食事したりしながらファームやね
[0:58:41] mocasann: のんびりできる時間いいよね
[0:58:41] hirata923: 1番のチルタイムよね
[0:58:43] zenith_ar: 確かに
[0:58:43] papapapupepon: VCRぐらいの期間限定ならいいけどここだと一生だからなぁ
[0:58:44] 半熟めんま: コメント読んでくれるの嬉しいえ
[0:58:45] 直生: ありけんのファームめっちゃ楽しいし好き
[0:58:46] nonowdd: チャルの雑談たのしい
[0:58:48] ムー1030: ｗｗ
[0:58:48] 半濁点: www
[0:58:50] cheeeeekun: リスナーも質問読んでもらえて嬉しいえ
