[0:00:03] nongtzz: 95
[0:04:00] yean0192: ดีครับ
[0:04:00] d_donut_sk: มาสายดีกว่าไม่มา555
[0:04:00] SUNGKIII: เปลี่ยนแท็กเกมด้วยพี่
[0:04:01] pxech_dekwen: rebirthztvAngry
[0:04:02] woonza17: สวัสดีครับป๊า
[0:04:03] win_x_croissants: ห๊ะ
[0:04:03] bankktpr: แท็กเกมเป็นnarakaครับพี่เอสสสสสส
[0:04:03] Oasis_Live_Forever: III
[0:04:03] thichakron: ลุงคิดถึงลิงมั้ยครับ
[0:04:03] bi_kabb: ดีฮ
[0:04:03] flame_paradon: พบคนแก่โดดเรียน 1 อัตราครับ 55
[0:04:04] rattanan01: 5555
[0:04:05] purple_moon_iusupczz: @rocky_still ดีฮ่ะ rebirthztvLove
[0:04:05] peaceminusone_xray: ดีค้าบบบบบบบบบบบ
[0:04:05] nattawat20120: หวัดดีงับ
[0:04:05] tamikech: ขอเเค่มาคับ5555
[0:04:06] Super13lack: wh1techadow subscribed at Tier 1. They've subscribed for 4 months! ดีคับ
[0:04:06] chefbha: เห็นจุกบอกส่งคลิปให้แล้วไหนคับลุง.
[0:04:06] godaoque: amndtwLost
[0:04:07] ice_za8_siwakon: @purple_purple_iusupczz ดีครับพี่
[0:04:07] nuengloom: ดีคับบ
[0:04:07] jatingja_: ทำไมลุงขึ่น Naraka
[0:04:07] phayut55: ดีน้าบบบ
[0:04:08] i_nonname: เฮิ้ปๆๆ
[0:04:08] nineky01: 555555
[0:04:08] nattapol_konsue: @purple_purple_iusupczz ดีครับพี่ซุป
[0:04:09] PANDORUM_S: ดีคับๆๆๆ
[0:04:09] DUIDUIkup: สวัสดีครับลุง
[0:04:09] leo_hamkung: rebirthztvLove rebirthztvLove rebirthztvLove
[0:04:09] kitzaoo1: ระวังหลังเข้าลุง5555555
[0:04:10] kengchonrasit: แทคเกมnaraka
[0:04:10] thankun__: ตื่นแล้วหรอ
[0:04:11] banknoi9: 6โมงเช้านะครับวันนี้ หยอกกก55555
[0:04:11] praexd: ขอดูคลิปจุกหนอยครับ
[0:04:11] gujab222: ขอดูคริปพี่จุกหน่อยลุง
[0:04:12] dear_16: มีคนมาสาย
[0:04:12] purple_moon_iusupczz: @dhgvjbc ดีจ้า
[0:04:13] petanque85: SeemsGood
[0:04:13] JimeiKong: เพลงเนื้อชัดมาก
[0:04:14] iceahdhvej: ดีครับ
[0:04:15] so_cute_2007: สวัสดีครับพี่เอส
[0:04:15] thanphisit1150: ขึ้นบ้านใหม่วันไหนครับลุงงง
[0:04:16] Laika_withyou: เงิ้ปๆๆๆ
[0:04:16] pao_msq: ชื่อเกมแปลกๆ55555
[0:04:17] 5gkuku: <3 <3 <3 <3 <3
[0:04:17] 0644858344: CurseLit TwitchLit
[0:04:17] babykhamsoft: jackey9JackeyDja
[0:04:17] gvuvjjjyg: รักเลยครับ
[0:04:17] keem_m: สวัสดีครับ
[0:04:17] tar123zasky: StinkyGlitch StinkyGlitch
[0:04:18] team2748: หวัดดีค้าบนารูตู่
[0:04:18] pek309: หวัดดี๋~~~
[0:04:18] zeetar_u: เล่าถึงลุงคนนึง5555
[0:04:20] stamp_oopshot: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[0:04:20] osuki_jamida: แต่ของมันก็จริง5555
[0:04:21] oxoceanoc: rebirthztvPlease rebirthztvMc
[0:04:22] purple_moon_iusupczz: @kcrosztv สวัสดีฮ่ะ jackey9Mnheart
[0:04:22] poomcarlu: สวัสดีงับบบลุงงงงง
[0:04:22] aj_ezeiei: เพลงชื่ออะไรครับ
[0:04:23] thanyawit_: thanyawit_ subscribed at Tier 1. They've subscribed for 2 months! 
[0:04:23] teerasak_moon: StinkyGlitch
[0:04:23] lodchong__: abdul_ali_ subscribed at Tier 1. 
[0:04:24] jelly_4200: ใครบอกลุงไม่มา
[0:04:24] lookback51: rebirthztvLove
[0:04:24] virginkup: virginkup subscribed at Tier 1. They've subscribed for 13 months, currently on a 1 month streak! ดีครับ
[0:04:24] gcccydjj: วัสดี
[0:04:25] Ghost0team: ดีครับพี่เอส
[0:04:26] chetthathongtib: เน็ดทรูเป็นไรบอกผมทีผมอึดอัด
[0:04:26] natthawut2005: กกต
[0:04:26] Nightbot: กองกำลังตู้! Kappa
[0:04:26] qwoy10: ไปลุยนครบาลกันครับ555
[0:04:27] NobiBabybigboy: สวัสดีครับลูงงงงง rebirthztvPlease rebirthztvPlease rebirthztvPlease
[0:04:27] bank_naeiei: boybssBOY1
[0:04:27] nuttawut77766: มีคนแก่โดดเรียน
[0:04:28] pancake_1112: เเท็กผิดเกม
[0:04:28] feeww_lcf: jackey9Sadboyy
[0:04:29] f1kkung: เพลงไรอะ
[0:04:29] YEESAY_Y: เพลงไรอะ
[0:04:30] andapp1: ดีครับลุง
[0:04:30] masterwiriya: รอคำตอบกิโล
[0:04:30] rinxvz: พี่เอสวันนี้ลุงมามั้ยครับ
[0:04:30] Cornflake_n: <3 <3
[0:04:31] NongBoom_naja: rebirthztvMc
[0:04:31] bestkub2: หวัดดีครับพี่เอส
[0:04:33] purple_moon_iusupczz: @khunakon200127 สวัสดีครับ jackey9JackeyDja
[0:04:33] PRD_RB: rebirthztvPlease
[0:04:34] Dawineiei: หวัดดีครับพี่ jackey9JackeyDja
[0:04:35] win_x_croissants: เพลงชื่อไรครับ
[0:04:35] gooatkit: ลุงมามั้ยครับ
[0:04:36] chefbha: เห็นจุกบอกส่งคลิปให้แล้วไหนคับลุง¿¿
[0:04:37] poom837: พี่คับ
[0:04:37] roing123: เพลงชื่อ คน นะครับ
[0:04:37] blindersj: คน
[0:04:37] dedei56: ลุ๊งงงงงหวัดดดีดดดดดด
[0:04:38] woonza17: rebirthztvPlease
[0:04:39] mikecup28: ดีครับลุง
[0:04:39] animal_ch: uni188สวัดงดีครับ
[0:04:39] nongmokun_krub: jackey9JackeyDja jackey9JackeyDja jackey9JackeyDja
[0:04:40] auaou: wedwtfWord01 wedwtfWord01
[0:04:40] MsPeeTy: Cheer20 สวัสดีคครับพี่เอส
[0:04:41] chen_thy: ลุงตื่นสาย555+
[0:04:41] peter_peech: หวัดดีครับลุง
[0:04:43] bigth_: ดีน้าบน้อง
[0:04:43] jiraphattv: SeemsGood
[0:04:44] namegag2243: ลุงครับพี่นวยนี้เป็นลูกลุงหรอครับ
[0:04:45] smokkewow: นี้
[0:04:45] mogun_rgb555: @purple_purple_iusupczz ดีครับพี่ซุป
[0:04:45] purple_moon_iusupczz: @aum1116 อั้มสวัสดีจ้า jackey9JackeyCute
[0:04:46] aekkarin05: คิดถึงลุงมากๆครับ
[0:04:47] chanon234567: ดีคับ
[0:04:47] nooker159: rebirthztvPlease
[0:04:48] Ghost0team: @purple_purple_iusupczz ดีครับ rebirthztvLove
[0:04:48] gtsxif: ชินละ
[0:04:48] dxholly: 5555
[0:04:49] bankweerawit: เพลง คน นะครับ
[0:04:49] zrlo2: ดีครับพี่เอส ตื่นยังครับ
[0:04:49] traffix_stayxreal: เห้อ
[0:04:49] wolf_ezth: เฮิ้มๆ
[0:04:49] hariz2548: หลังจากนี้คงไม่มีสตอรี่ตีกับ DG แล้วใช่มั้ยครับ
[0:04:50] im_joker_01: สวัสดีครับพี่ rebirthztvPlease rebirthztvPlease
[0:04:50] siwa12: สวัสดีค้าบบ
[0:04:50] mark_markub: ดีครับ
[0:04:51] stamp_oopshot: เพลงความหมายดีครับ
[0:04:51] nxstle_: ไม่ตกใจละครับ
[0:04:51] さらゆベイビービッグボス: Rpt
[0:04:52] moon_lightp: หวัดดีครับ jackey9JackeyDja
[0:04:53] yahoo12123: หวัดดีครับลุง
[0:04:53] SUNGKIII: LUL LUL
[0:04:53] 070per: ดุ้งง
[0:04:54] 0956652849: ดีคับ
[0:04:55] bytlezk: ดีครับลุง
[0:04:55] khiw123_: ดีครับ
[0:04:55] betagenx: โอ้ยยยยย
[0:04:55] panbodee: panbodee extended their Tier 1 subscription through December! 
[0:04:56] tafair_2549x: ตกใจ555
[0:04:56] skype_899: 555555
[0:04:56] st_ang: ดีครัลบ
[0:04:56] purcell420: สวัสดีครับพี่เอส🙏🏼
[0:04:56] Laika_withyou: นึกว่าจะติดคริ
[0:04:57] kafiwwww: คอมพี่เสร็จแล้วครับ
[0:04:57] Rocky_Still: Kappa SeemsGood Kappa
[0:04:58] jackjupjup: สวัสดีครับลุงแม็ค
[0:04:58] tordedd: พี่เอสเตียงดูด55555
[0:04:58] dear_16: มีคนมาสายยยย
[0:04:58] FireeX2TV: Was geht
[0:04:59] tarnagaez: แม่ผมจะตื่น
[0:05:00] pipozxxx: ดีค้าบบย
[0:05:00] lookback51: สวัสดีครับลุง
[0:05:01] choppertr_ch: สวัสดีครับพี่เอส
[0:05:01] james19100: ตกใจหมด
[0:05:02] nuttakorn47: ดีครับ
[0:05:02] peewarakon: โอ้ยเนาะ
[0:05:03] ta_007h: มาสายยยย
[0:05:03] gcccydjj: ร้องเพลงเพราะจังลุง
[0:05:03] purple_moon_iusupczz: @ice_za8 ไอซ์สวัสดีจ้า rebirthztvLove
[0:05:04] kom202: สวัสดีครับ
[0:05:04] Pl_iy: ดีครับ rebirthztvPlease rebirthztvPlease rebirthztvPlease
[0:05:06] gujab222: ขอดูคริปพี่จุกหน่อยลุง
[0:05:06] wanchana_123: ทุกลอบตกใจทุงลอบ
[0:05:06] pack999_: 5555
[0:05:07] oakkuang: แกล้งพี่เปา
[0:05:07] faem080: ดีครับ
[0:05:08] rastanoel_7678: Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 ดีครับลุง
[0:05:08] chefbha: เห็นจุกบอกส่งคลิปให้แล้วไหนคับลุง-_-
[0:05:08] furbynakub_: โอ้ะ
[0:05:09] pxech_dekwen: ดีน้าบบ
[0:05:09] film_too: อย่าา
[0:05:10] finixnover: สวัสดีครับ
[0:05:10] weatherforecast0: jackey9JAK jackey9JAK jackey9JAK
[0:05:10] pitawatwen: วัสดีครับลุง
[0:05:10] rnclnw: rebirthztvOmg
[0:05:12] peter_panu: สวัสดีครับพี่ตี๋
[0:05:12] zeeskyxd: 555555
[0:05:12] zeetar_u: เพลง คน
[0:05:13] funnyyTH: หนีเรียนไปไหนมา5555
[0:05:14] coppa_00: ดีคับ
[0:05:14] mark4285: เพลงไรอะครับ
[0:05:15] purple_moon_iusupczz: @nattapol_konsue สวัสดีฮ่ะ jackey9JackeyDja
[0:05:15] Shimuraz4K: <3
[0:05:17] nicrjfk: รอดูคลิปจุกก
[0:05:17] praphatt212327: มัวแต่เล่นนาการะ55
[0:05:17] 0644858344: VirtualHug
[0:05:18] teamezzzzz: ดีค้าบบ
[0:05:18] natee097: ลุงเเมคครับพี่เอสมาใหม
[0:05:20] xerdeck: ง
[0:05:22] yuinakamura: @tarnagaez เหมือนกันเลยน้าบบ 5555
[0:05:23] prakaiwit: Kappa
[0:05:24] billkintop: สวัสดีครับลุง
[0:05:25] anucha_ff: @purple_purple_iusupczz 🙏🏻
[0:05:26] tiw008: สวัสดีครับ
[0:05:27] zofer23: กว่าจะมา
[0:05:29] traffix_stayxreal: เพลงอะไรครับใครรู้ซิบมาหน่อย
[0:05:29] SODSAI_TH: เพลงรัยอะ
[0:05:29] tewit191: ดีครับลุง
[0:05:29] purple_moon_iusupczz: @mogun_rgb555 โมกุนดีจ้า
[0:05:30] nightkrap: วันนี้ พวกข้า จะต้อง เฉิดดดดด By สมชายคุง
[0:05:30] Ryuseissplus: MercyWing1 RitzMitz MercyWing2
[0:05:30] nongdai: สวัสดีคับบลุง
[0:05:31] ArkaziA_CH: สวัสดีค่ะพี่เอส
[0:05:32] BeerCo2: สวัสดีครับพี่เอส rebirthztvPlease rebirthztvPlease rebirthztvPlease
[0:05:32] tonkla065: rebirthztvPlease rebirthztvPlease
[0:05:32] siqsicq10: ดีครับลุง
[0:05:33] yona_uuuu: ดีงับบบ
[0:05:33] blackz_skyz: ดีค้าบพี่เอส VoHiYo
[0:05:33] naphon73110: สวัสดีครับ
[0:05:35] bi_kabb: ดีครับดาบ
[0:05:36] bankbankkunng: ดีครับพี่เปา
[0:05:36] MabOnnie: rebirthztvPlease rebirthztvPlease
[0:05:38] martinnicora: @natee097 ระวังบิน
[0:05:38] Jinnyyja: สวัสดีค้าบบบ
[0:05:38] kong_1804: ดีค้าบบ
[0:05:39] dew_nakub1: ดีคับ
[0:05:39] 098142950: สวัสดีครับลุง
[0:05:39] chefbha: เห็นจุกบอกส่งคลิปให้แล้วไหนคับลุง=_= 🥰
[0:05:39] chanon234567: ดีคับ
[0:05:39] robin_nayami: ฮู้วว
[0:05:40] songkan0_0: rebirthztvPlease rebirthztvPlease
[0:05:40] boatyuytrtyu: SeemsGood SeemsGood SeemsGood SeemsGood
[0:05:41] jacoflxboy: rebirthztvAfk rebirthztvAfk rebirthztvAfk
[0:05:42] wolf_ezth: rebirthztvHaha
[0:05:43] Oasis_Live_Forever: ดำน้ำ
[0:05:43] ARTS_ExcaliburZ: yooo
[0:05:43] lodchong__: rebirthztvLove rebirthztvLove
[0:05:44] purple_moon_iusupczz: @ghost0team สวัสดีอาร์ม jackey9Mnheart
[0:05:44] chommo1: ดีงับ
[0:05:44] domme0000: โฮเซนที่3
[0:05:44] nameovis: ดีค้าบบบบ
[0:05:45] sawatdeekubbbbb: @zofer23 ซับฟรีหรอพิมพ์งี้
[0:05:45] dogricedish: rebirthztvITA rebirthztvITA rebirthztvITA rebirthztvITA
[0:05:46] wsn_tumm: สวัสดีครับลุง
[0:05:46] FewJirayu_: ดีครับ rebirthztvTew
[0:05:47] bigbear_r: ลุงงงหวัดดีครับบบ นึกว่าจะไม่มาล่ะวันนี้ นอนรอเลย 555
[0:05:48] sorawit9o: โด้กลับบ้าน
[0:05:50] nasron__suemae555: rebirthztvAceJunior rebirthztvAceJunior
[0:05:50] bankweerawit: SeemsGood SeemsGood SeemsGood
[0:05:51] ICETANARAT: Dครับ
[0:05:52] fcaomlock8: เพลงของใครครับ
[0:05:54] faisol2549: เพลงอะไรค้าบพี่
[0:05:54] saharus2548: jackey9JackeyCute
[0:05:54] gujab222: ขอดูคริปพี่จุกหน่อยลุง
[0:05:55] Raykety: ดีค้าบบ
[0:05:55] pp1g9: ทำการบ้านเป็นไงคับลุง
[0:05:56] Caramel_111_Focus: สวัสดีครับบพี่เอส
[0:05:56] adisorn0z: rebirthztvITA rebirthztvITA rebirthztvITA rebirthztvITA
[0:05:56] nongnon_17: สายมากกก
[0:05:56] nxpaz: jackey9JackeyDja jackey9JackeyDja
[0:05:57] purple_moon_iusupczz: @anucha_ff jackey9JackeyDja
[0:05:58] pakke11: ดีครับ
[0:05:58] exblackniex: ดีคับพี่ตี๋
[0:05:59] youngsteratom: พรุ่งนี้เปิดสอบแต่ผมไม่มียศรอใช่ไหมพี่เอส
[0:05:59] fan_club: โด้มาแมนยู
[0:06:01] 155345_: สายจังครับ
[0:06:01] phuttimaet_ken: ดีครับบบ
[0:06:01] valennnnwi: หวัดดีครับ
[0:06:02] pangpond_dz: ดีคับบ SeemsGood
[0:06:02] pophorny: ดีจ้าล
[0:06:02] brachamat: สวัสดีครับ
[0:06:03] kokoza777: ใครร้องนิ
[0:06:04] rattanan01: ขออนุญาติถามนะคับจุกส่งคริปยังคับ5555
[0:06:04] MsPeeTy: อาบน้ำกินข้าวนานนะครับ
[0:06:04] aranrak_k: I miss u
[0:06:05] sunanthawit: ดีค้าบพี่เอส rebirthztvPlease rebirthztvAfk
[0:06:06] pratchanon: โอยะขิงงงงง
[0:06:07] kitzaoo1: FrankerZ
[0:06:08] mark4285: ไม่เป็นไรครับพักบ้าง
[0:06:08] praexd: ลุง จุกส่งคลิปให้แล้วงับ
[0:06:09] tanaboon111: ดีครับบบบบ
