[2:30:01] flukeskxs: สวยจริง
[2:35:19] pool2544: R35ลุงละ
[2:35:19] khawkhawmaru: ถ้าพูดแบบนี้ก็แสดงว่า…. 55555555
[2:35:21] dismon2st: R35อะลุง
[2:35:24] petchppz: R35ยังไม่มานะ
[2:35:32] marzotvvv: ที่คราฟปืนมายังอะ อยากเห็นว่าใช้ของอะไร55555
[2:35:36] wasdwasdxxyz: บูมกลัวลุงทิ้งงงง 5555555
[2:35:36] jameb0n007x: ตามพื้นลุง
[2:35:36] hava1301: บูมกลัวว 5555
[2:35:37] vinsmokerm: บูมนี่สภาเมืองหลักปะ แชท
[2:35:42] someone9545: เค
[2:35:42] nnnutthawet: เค
[2:35:42] MewExplosivE: เค
[2:35:43] dickiesburgh: 5555
[2:35:43] ZeromosX: เค
[2:35:43] JanangKaan__Cri100: 55
[2:35:43] purple_moon_iusupczz: เค
[2:35:43] bigbear_r: 555555555
[2:35:43] blackjack_xxx: 555555555555555555555555
[2:35:43] xp___px: เค
[2:35:44] bedinomoz: 555555555555555555
[2:35:44] 2fairr: 5555
[2:35:45] vvview04s: 5555555555555555555555555
[2:35:45] LITHIUMX3: เค
[2:35:45] zarexezz: เค
[2:35:45] beam_050: 5555555555555555555เค
[2:35:45] AnxsAELz: K
[2:35:45] freestytae: เค
[2:35:45] febrerol: 55555555555555
[2:35:45] badvibeeiei: 55555555555555555555555555555555555
[2:35:46] narongsak__: เค
[2:35:46] pleum_modxtyzzz: 55555555
[2:35:46] dada__24: 55555
[2:35:46] biferan: เค
[2:35:46] Veersento: เค
[2:35:46] TAEPCGAMING: 5555555555
[2:35:46] rachanon3: เค
[2:35:46] LARGEBODy_GLHF: LUL
[2:35:47] iamp0nd: ยังมีอีกหลายอย่างที่ยังไม่เสร็จวงล้อจุดล่าค่าหัวให้เวลาตาxแกนิด
[2:35:47] tanakornnn_: 5555555555
[2:35:47] xnewbiexxx: 555555555555555555555
[2:35:47] my_rorikon: 55555555
[2:35:47] 6ixtynin9_: เค ยังไม่เอามา
[2:35:47] bestcat000: 5555555555555
[2:35:47] suwaphan06: เค
[2:35:47] sonsuda1992: 555555555
[2:35:48] sparetimexq: เค
[2:35:48] z_opxlliss: เค
[2:35:48] edennhone: 555555555555
[2:35:48] friendteem: k
[2:35:48] tigher18: SeemsGood SeemsGood
[2:35:48] teeraphat55: เค
[2:35:49] ray_430dp: เค
[2:35:49] QQRR1010: 555555
[2:35:49] BenzFlintt: 55555
[2:35:49] delta2552_: เคร
[2:35:49] BenzChw: 5555555
[2:35:49] patiphan_200x: 555555555555
[2:35:50] deeper_yo: 555555555555
[2:35:50] donsai420: เคๆ
[2:35:50] onlyone_p_: 5555555555
[2:35:50] asman99: rebirthztvHa rebirthztvHa rebirthztvHa
[2:35:50] sirikorn0807: rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa rebirthztvHa
[2:35:50] korn_bookieman: 5555555
[2:35:51] xenshin0: 5555+
[2:35:51] basnoiiza: เคร
[2:35:51] TouchyGamerTv: 5555
[2:35:51] myydaisy: เค
[2:35:51] udom_nadong41: 5555555
[2:35:51] thai_makup: 555555555
[2:35:51] ginvee11: 5555555
[2:35:51] noodeeeeee: เค55555555555555
[2:35:51] milden_moo: 555555555555555
[2:35:51] PaoYingShul3: นังไม่มา
[2:35:51] asreyama: เค
[2:35:52] 待って何: ไม่ได้ลง5555
[2:35:52] POOMMAY1112: เค
[2:35:52] gab7sm: เคเลย
[2:35:52] bosza123rr: 5555
[2:35:52] PaTonStory: เค
[2:35:52] beambgm: 55555
[2:35:52] pon7736635: 55555
[2:35:53] newhihihi: ยังไม่เอาลง
[2:35:53] nine7913: วิวสวย
[2:35:53] WoonSenn87: เค
[2:35:54] purple_moon_iusupczz: StinkyGlitch
[2:35:54] pungkung420: เค
[2:35:54] yooya113: ม่ายยยยย
[2:35:54] FarenheiDLnwza: เคว้ง2
[2:35:55] earth_eng14: งานรีบ
[2:35:55] Anucha0412: เคบัค
[2:35:55] golfze12: เค
[2:35:55] ItzKyuzu: 5555555
[2:35:55] skwhyzz: เค
[2:35:55] new_sparrow: เค5555
[2:35:55] khun_bestx: เค
[2:35:56] J0w_GreeN: เดียวดาย
[2:35:56] TwinszTV: กลับไง
[2:35:56] watsnoopy: เคx
[2:35:56] nahmsn1ghts_: 55555555
[2:35:57] losrboy_: ชิบหายละ5555555
[2:35:57] revolution_428: ให้วาปมาดูวิวเเน่ๆ
[2:35:58] heremos1: ไม่ได้ใส่แมพหรอ 555555
[2:35:58] NoRaSingTH: 5555555555
[2:35:58] mxngo1995: jackey9JackeyLOL jackey9JackeyLOL jackey9JackeyLOL jackey9JackeyLOL
[2:35:58] One_GodGG: เคร
[2:35:58] hhheinekennn: เอามาไม่หมด
[2:35:59] J40KH4: 5555555555
[2:35:59] ungungjj: jackey9JackeyLOL jackey9JackeyLOL jackey9JackeyLOL jackey9JackeyLOL
[2:35:59] fahhz: เอาไงต่อ55555
[2:36:00] nawaminipro18: 55555
[2:36:00] Alpha13eTz: เหยดไหมละ 555555
[2:36:01] jaja1602: 555
[2:36:01] eng1301: เคกลับไง
[2:36:01] Non__45: 5555555
[2:36:02] purple_moon_iusupczz: เหยดไหมหล่ะ StinkyGlitch
[2:36:02] afandyza: 5555555
[2:36:02] kafa_th: 555555
[2:36:02] montjyq: เหยดเขาว่า
[2:36:03] jeon_than: วิวสวย
[2:36:03] pn_chin: ใช้ได้นะ
[2:36:04] yokuayyo: ออกเดินทางได้
[2:36:04] Ryuseissplus: ยาวววย
[2:36:04] youaoska: เกาะลอยน้ำ
[2:36:06] cutemaru: หลอกมาฆ่าชัดๆ
[2:36:07] buffalokiku: ละกลับยังไง
[2:36:08] vinsmokerm: บูมนี่สภาเมืองหลักปะ แชท
[2:36:08] paypiimi: เค
[2:36:11] a_pxwt_06: เอาใว่ทิ้งพวก กบฏ
[2:36:12] marzotvvv: คุยกันในน้ำ ถ้าคนอื่นมากลับไง5555555
[2:36:12] sprite_1999: SeemsGood
[2:36:14] xp___px: รีบไปหน่อย 55555555
[2:36:14] MaithaiJaitawan: วาปได้แต่ห้องยังไม่ลง5555
[2:36:16] nicepotogus1: 555
[2:36:17] nos_hup: 555555555
[2:36:19] bestcat000: ใช้ได้เลย555
[2:36:19] ZeromosX: ทาโก้ 555
[2:36:20] kornnkub: ทาโก้้
[2:36:21] bomnerndin: ทาโก้ 5555
[2:36:22] vvview04s: ทาโก้??
[2:36:22] dodorex_12: ทาโก้
[2:36:23] 6ixtynin9_: ทวิต ทาโก้้้
[2:36:23] alex1ndeq: ทาโก้้้
[2:36:24] chanin_2: ทาโก
[2:36:25] kiuyo1234: ทาโก้ 55555
[2:36:25] noodeeeeee: สู่ความเวิ้งว้าง55555555555
[2:36:25] digimonsang: ทาโก้
[2:36:26] newpy_: ดึง X
[2:36:27] skwhyzz: ทาโก้
[2:36:27] gekanoress0011: ทาโก้นะ 555
[2:36:29] 7ayers: ทาโก้ 5555
[2:36:30] san1982tv: เพลงมา รำ
[2:36:32] NoRaSingTH: ทาโก้้้
[2:36:32] ppimjung: ทาโก้มาไง
[2:36:34] One_GodGG: ก๊อปมาหมดจิงแต่ลืม บ้าน
[2:36:38] natee3457: natee3457 subscribed at Tier 1. They've subscribed for 12 months! 
[2:36:38] pool2544: รอดู r35r
[2:36:39] kafa_th: ทาโก้
[2:36:40] natchan0n_nt: jackey9Huphup jackey9Huphup jackey9Huphup
[2:36:42] khawkhawmaru: อยากดูรถอะ 35
[2:36:53] teeraphat55: ทาโก้
[2:36:54] 6ixtynin9_: รอดู R50
[2:36:59] 7899999999999999: แฟรม 2 ชัดๆ 555
[2:37:03] thfok: ลุงจะเอาr35ไปขับเล่น
[2:37:05] BEARQ_47: รถละ
[2:37:07] tpsht: ลุงหลอกคนไปตกน้ำไหมครับ
[2:37:08] J0w_GreeN: รัวได้ปะ5555
[2:37:13] lucifer_max666: ลุงงง
[2:37:14] eng1301: รถ35ลุงล่าาา
[2:37:17] new010141: เป็นTCแบบนี้ฟุงเสียง ผญ.ได้ไหมครับเเชท
[2:37:19] oat_okaa: Kappa
[2:37:24] frame_57good: ใจเย็นสิ
[2:37:24] thanaphatop: LUL
[2:37:29] biferan: 5555
[2:37:30] patiphan_200x: 555555555
[2:37:30] sparetimexq: 5555555555
[2:37:31] PaTonStory: จ๋า
[2:37:32] someone9545: 5555
[2:37:35] purple_moon_iusupczz: StinkyGlitch
[2:37:38] sonsuda1992: ได้ยินรึป่าว
[2:37:38] sirikorn0807: 555555555555
[2:37:39] singsuriwong: เค
[2:37:41] Jeleonenighstand: @new010141 คำถามที่ไม่น่าถามฮะ
[2:37:41] purple_moon_iusupczz: เค
[2:37:42] WoonSenn87: จ๋าาา55555
[2:37:42] flukekittinan601: @new010141 เป็นอะไรก็ฟังไม่ได้ครับ
[2:37:43] teerasak_ch: @new010141 มันมีหลายคนครับไม่ใช่ลุงคนเดียว
[2:37:43] TIIXD15: StinkyGlitch
[2:37:44] xnewbiexxx: 55555
[2:37:45] me_lovejak: เกเเก่
[2:37:46] Nine___n: 55555
[2:37:48] raksapum: @new010141 ไม่ได้ทุกกรณี
[2:37:50] asman99: เอารถนีออน
[2:37:50] eng1301: งบ
[2:37:50] bigbear_r: 5555555
[2:37:53] pathiparn_: pathiparn_ subscribed at Tier 1. They've subscribed for 22 months! VirtualHug VirtualHug VirtualHug
[2:37:53] chowderr_18: 55555555
[2:37:54] dinxxn: งบปะงะ
[2:37:55] QQRR1010: 555555
[2:37:55] mosnewrid: 55555
[2:37:55] blacksrw: อะไร5555
[2:37:57] enola_kch: 55555555
[2:37:58] thai_makup: งบประงะ
[2:37:59] sun2947: งบประงก
[2:37:59] poyparin: งบประงาน55555
[2:38:00] basnoiiza: ห่้ะ
[2:38:00] maikm_134: งบประงะ
[2:38:01] biferan: งบปังะ
[2:38:01] topzana107: น้อยจัด
[2:38:03] sparklingw4ter: งบประงะ
[2:38:03] someone9545: งบประงะ
[2:38:05] ntpool: 55555ปะงง
[2:38:05] risssss0: งบปะงะอาไรรร55555555
[2:38:05] MewExplosivE: ต้องเบิกงบกลางก่อน555
[2:38:06] i_kuyy: Tc ปล่อยกู้รวยยยยย
[2:38:06] k2nz_2004: งบประงาน
[2:38:07] jeremyst1: งบปะงะ
[2:38:07] lucifer_max666: นับวันยิ่งหนัก555
[2:38:09] teeraphat55: แชทแซว
[2:38:10] newpy_: ของบหลวง
[2:38:14] finixzku: เก็บน้อยอะ5555
[2:38:15] cosmiccafe: น้อยจัด 555
[2:38:16] One_GodGG: งบประมาณก็แก๊งข้างนอกไง
[2:38:17] new010141: @raksapum ขอบคุณที่ตอบผมแบบมีความคิดครับ
[2:38:17] TIIXD15: งบปะงะ
[2:38:19] petchppz: เปลี่ยนบันไดได้ไหมขอเลย อย่างเดียว
[2:38:22] kornkung21: ต้องทำกิจการเพิ่ม
[2:38:23] frame_57good: ต้องมีเงินกองกลางเบิก
[2:38:25] piyasrilo: wedwtf1
[2:38:36] purple_moon_iusupczz: vremon1Lol
[2:38:37] sirikorn0807: 55555
[2:38:38] suwaphan06: 555555555
[2:38:40] youngcoffside: ซนไง
[2:38:41] thomas_somtoy: เท่
[2:38:50] jeremyst1: มือน่อมือ
[2:38:51] purple_moon_iusupczz: ลุงไม่ได้เซฟ StinkyGlitch
[2:38:53] san1982tv: ห้ะ
[2:38:56] BoyMonkielu: 5555555
[2:38:57] kuntida__77: 555555555
[2:38:57] marzotvvv: โห้ววว แป่ว55555
[2:38:58] badvibeeiei: 55555555555555555555555
[2:38:59] purple_moon_iusupczz: rebirthztvHa
[2:38:59] winpro_qww_isuss: 5555555
[2:39:00] Mr_JamesAlone: 55555555
[2:39:01] babyjack001: 555555
[2:39:01] sun2947: ตกใจเบิด
[2:39:02] pvkstp: 55555555
[2:39:02] new_sparrow: jackey9Huh
[2:39:02] jgcnifckkhg: 555
[2:39:03] Nine___n: 55555
[2:39:03] howtwo1222: ชุดหายย
[2:39:03] z_opxlliss: โหหตกใจ
[2:39:08] vinsmokerm: บูมนี่สภาเมืองหลักปะ แชท
[2:39:12] Nonthapatt_1: 555555
[2:39:12] lucifer_max666: เค
[2:39:13] watthahaha: ตกใจเลย5555
[2:39:15] sparetimexq: เค
[2:39:16] kornnkub: ทำเลย
[2:39:16] zarexezz: ชัด
[2:39:16] biferan: 55555555
[2:39:17] jeon_than: @dkvinsmoke34 ใช่
[2:39:18] teeraphat55: เค
[2:39:19] cutemaru: เค บูม2เมือง
[2:39:22] petchppz: ทำเลย=
[2:39:27] hajamoy2000: มีแม็กแต่ไม่มีปืน5555
[2:39:27] errorssst: โยน 100
[2:39:28] badvibeeiei: สายโยน5555
[2:39:31] hava1301: @dkvinsmoke34 ใช่
[2:39:31] risssss0: ชัดมาก พรุ่งนี้ไมามาละ55555
[2:39:32] 788eazy: กดk เบิกอาวุธ เห็นเเว็บๆ
[2:39:33] sparklingw4ter: ขายงันบูม 555555
[2:39:34] sil4ss: โยน
[2:39:37] someone9545: เค
[2:39:41] thanapornsls: 76
[2:39:42] vitchaa: บูมรับจบ
[2:39:42] Tour_888: ลุงโยนแน่ๆ
[2:39:46] One_GodGG: ไม่ใช่โยน ลุงแค่ให้พวกนั้นศึกษาเพราะลุงไม่ได้อยู่ตลอด
[2:39:52] hanablshi_: 76
[2:39:52] night125425: 75
[2:39:52] flimflimfl: 75
[2:39:53] maimoru0208: 75
[2:39:53] vinsmokerm: @hava1301 คนที่ชื่อแดนนี่ปะครับ หรืออคนละคน
[2:39:53] R_Garmoth: สู้ๆนะบูม 55
[2:39:54] hanakoja: 75
[2:39:54] piyawat332: 75
[2:39:54] kuayhuakan: 74-75
[2:39:55] petchppz: 75
[2:39:56] pound22222222: 76
[2:39:57] jeremyst1: ต้องไปแต่งร้าน หรือ เซฟชุดที่ร้าน
[2:39:57] u_z_me: เก็บค่าอัพสล็อตสล็อตละ1m  ดูทรงละจนไม่ไหว
[2:39:57] kanapatkim: 75
[2:40:00] asras123: 75-76
[2:40:03] Techinr: rebirthztvAceJunior
[2:40:06] Monday_Delicious: ห้ะ
[2:40:07] wairong: นั้น
[2:40:07] patiphan_200x: 555555555555
[2:40:08] Demoplayerx: 555
[2:40:10] Oattphon074123Per: 555555
[2:40:10] TIIXD15: jackey9Huphup jackey9Huphup jackey9Huphup jackey9Huphup
[2:40:10] olad096: 5555555555
[2:40:10] dada__24: 55555
[2:40:11] piyasrilo: จดๆ
[2:40:11] xnewbiexxx: StinkyGlitch
[2:40:12] NATYANEE: 55555555
[2:40:12] thai_makup: 55555
[2:40:12] indrxft: หืม
[2:40:12] nest5669: 555555
[2:40:12] delta2552_: 555
[2:40:15] guauto_1: 555555
[2:40:17] lumpan11: ชอบๆ
[2:40:18] zarexezz: ใครเปิดเพลง
[2:40:18] Natthiraporn_: rebirthztvHaha
[2:40:20] biferan: ลุงติดเพลงนี้ละ ชอบเปิด6555555
[2:40:29] RATCHANON0102: rebirthztvPlease
[2:40:29] thanakrit_012: 70-75คอกลม
[2:40:34] kidkornn: ชอบจริงเพชงนี้5555
[2:40:36] sprite_1999: rebirthztvRun
[2:40:41] Reindeer_ch: จดไว้ให้ก่อนเลยเดะลุงลืมอีก5555
[2:40:42] cutemaru: เวอชั่น ผช ในต๊อกๆเพราะดีลุง
[2:40:44] Techinr: MyAvatar
[2:40:44] Demoplayerx: ดูTTเยอะแน่เลย
[2:40:45] torretto_olo: ต้องปลดกระดุม
[2:40:45] zNeb__: เพลงมันติดหูอ่เนอะ555
[2:40:57] kriangsak45: ลุงมานานยังครับแชท
[2:41:02] chitipat2499: ต้องเปลี่ยนแขนรึป่าวครับ
[2:41:04] QQRR1010: ใส่เกาะเลยลุง
[2:41:04] Nam888: แขน
[2:41:05] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[2:41:06] petchppz: มีป้ายชื่อหน้าtcไหมลุง เหมือนหลัก
[2:41:07] maimoru0208: ปรับ arm
[2:41:07] my_rorikon: @purple_moon_iusupczz พี่ซุปครับมีอะไรถามครับ ในต๊อกๆ มีคนมารยาทดีดี๊ขอชื่อเฟคพี่เอสผมควรให้ไหม
[2:41:08] JaySanc98: เปลี่ยนแขน
[2:41:14] biferan: ปรับเเขนสิ
[2:41:17] kaywin04: สีขาวถูกละครับเปลี่ยนแขน
[2:41:17] ittipat_102: ปรัแขน
[2:41:22] pitchayut2544: ขึ้นไปอีกลุง
[2:41:23] Tour_888: ปรับแล้วไง
[2:41:24] ntnst_ny: !timeup
[2:41:24] new_sparrow: @kriangsak45 จะ 3ชั่วโมงแล้วครับ
[2:41:28] 7899999999999999: แขน 4
[2:41:40] asphyzxia: แขน 4 ลุง
[2:41:46] brig_ht3: แขนลุง
[2:42:04] zNeb__: อ่ะมาลุง เปิดใจให้ขี้เหล้าแหน่ เปิดใจให้ขี้เหล้าแน 555
[2:42:08] One_GodGG: หมวก 3 กันกระสุนลุง
[2:42:21] thesuntosza1: รองเท้าคู่สีขาวสวยลุง
